value/v_loss,value/v_mean,value/v_max,value/v_min,critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,actor/actor_loss,actor/mse,step
0.0014990620547905564,0.08125121891498566,0.1989830583333969,-0.06563311070203781,1.4144437313079834,0.026693057268857956,0.21278125047683716,-0.1061081737279892,3.5933480262756348,0.5031460523605347,0
0.02750249207019806,-36.33991241455078,0.15492023527622223,-38.35342025756836,0.3681153953075409,-36.94766616821289,-0.9190422296524048,-38.847450256347656,0.09675832837820053,0.334036648273468,10000
0.12106461077928543,-54.31329345703125,0.046525269746780396,-59.79683303833008,2.6474008560180664,-54.83453369140625,-0.1257769912481308,-60.30305099487305,13.352339744567871,0.2107727825641632,20000
0.14040511846542358,-59.533119201660156,-0.5194978713989258,-72.06658172607422,0.7964863777160645,-59.904727935791016,-0.37114667892456055,-72.2901611328125,32.310394287109375,0.14528822898864746,30000
0.1270640790462494,-61.73537826538086,-0.29657334089279175,-77.34998321533203,0.8458120822906494,-62.32869338989258,-0.34917694330215454,-77.53643798828125,24.284128189086914,0.1435602903366089,40000
0.1451863944530487,-63.69721984863281,-0.25677114725112915,-78.94920349121094,0.6872261762619019,-64.24958801269531,-0.37807562947273254,-79.0845718383789,43.56278991699219,0.1462792456150055,50000
0.15662986040115356,-61.91008758544922,-0.5432804226875305,-79.40605163574219,2.388805389404297,-62.51990509033203,-0.5062919855117798,-79.49107360839844,44.556800842285156,0.15377739071846008,60000
0.38762545585632324,-61.13606262207031,-0.3963378667831421,-79.70436096191406,2.3164162635803223,-61.633460998535156,-0.11014130711555481,-79.73571014404297,84.7767105102539,0.16108892858028412,70000
0.17639285326004028,-60.417236328125,-0.5669476389884949,-79.97574615478516,1.1252139806747437,-60.89552307128906,-0.4242744445800781,-80.20750427246094,50.53059005737305,0.1267913281917572,80000
0.2844691872596741,-63.41254806518555,-0.7536847591400146,-80.7957534790039,1.1697571277618408,-63.82673263549805,-0.37142717838287354,-81.06383514404297,51.45780563354492,0.14290060102939606,90000
0.21719759702682495,-62.44280242919922,-0.29957833886146545,-81.89318084716797,0.8084235787391663,-62.58449935913086,-0.264459490776062,-81.75182342529297,107.38312530517578,0.1459888517856598,100000
0.19581162929534912,-61.66407775878906,-0.5397692322731018,-82.4650650024414,0.7223796844482422,-61.98210144042969,-0.4263765215873718,-82.53056335449219,49.64082336425781,0.1411782205104828,110000
0.27692458033561707,-64.33750915527344,-4.992183685302734,-83.02963256835938,1.2241841554641724,-65.02214813232422,-5.228446960449219,-83.2994155883789,32.915306091308594,0.12552878260612488,120000
0.16164541244506836,-63.279685974121094,-0.5171005725860596,-83.61497497558594,0.5020373463630676,-63.93305587768555,-0.6119094491004944,-83.89714050292969,22.466388702392578,0.12925681471824646,130000
0.22147178649902344,-63.77216339111328,-0.2593845725059509,-84.326171875,0.7472933530807495,-64.11499786376953,-0.2054387927055359,-84.22396850585938,38.873748779296875,0.1473313271999359,140000
0.09985616058111191,-64.63809204101562,-0.7615960240364075,-84.69168090820312,0.7425785660743713,-64.8626708984375,-0.35791802406311035,-84.70604705810547,50.013214111328125,0.14254318177700043,150000
0.2047191709280014,-65.46443176269531,-0.3073344826698303,-85.2855453491211,1.157456636428833,-65.92605590820312,-0.19692610204219818,-85.3848876953125,19.249755859375,0.13916856050491333,160000
0.10370054841041565,-64.54512786865234,-0.4941243827342987,-85.75384521484375,0.5845519304275513,-64.72064208984375,-0.5057908296585083,-85.80693817138672,88.05866241455078,0.1264670193195343,170000
0.12475667893886566,-65.20094299316406,-0.48562121391296387,-86.23899841308594,0.8385354280471802,-65.60643005371094,-0.36369845271110535,-86.31710052490234,30.037010192871094,0.13167759776115417,180000
0.16577208042144775,-65.11954498291016,-1.8843480348587036,-86.68853759765625,0.5708418488502502,-65.40969848632812,-0.9366484880447388,-86.6214828491211,58.43781280517578,0.11177387088537216,190000
0.10897740721702576,-64.58926391601562,-0.5021053552627563,-87.04518127441406,0.5940614342689514,-64.74677276611328,-0.22166278958320618,-86.91194152832031,48.46668243408203,0.12672457098960876,200000
0.13779625296592712,-66.92518615722656,-0.5468431711196899,-87.1280288696289,0.8478275537490845,-67.40702819824219,-1.0204994678497314,-87.22315216064453,44.268585205078125,0.12463847547769547,210000
0.07504695653915405,-65.1144790649414,-0.35432493686676025,-87.74331665039062,1.7313717603683472,-65.26541900634766,-0.07731397449970245,-87.63868713378906,51.78531265258789,0.12151218950748444,220000
0.16012603044509888,-65.00732421875,-4.078733444213867,-88.0136489868164,5.92212438583374,-65.32891845703125,-5.2798943519592285,-88.12454986572266,66.06625366210938,0.1153557151556015,230000
0.32698729634284973,-66.3592529296875,-0.4008987545967102,-88.26667022705078,1.049078106880188,-66.73738861083984,0.06165407598018646,-88.42828369140625,26.72853660583496,0.1400797963142395,240000
0.19244621694087982,-67.4867172241211,-0.45934832096099854,-88.67577362060547,1.0224076509475708,-67.865966796875,-0.5879899263381958,-88.78852081298828,35.213279724121094,0.13781683146953583,250000
0.18428552150726318,-64.97406005859375,-0.630189061164856,-88.77913665771484,1.0629935264587402,-65.34807586669922,-0.17306089401245117,-88.98417663574219,20.31060791015625,0.11033162474632263,260000
0.19881229102611542,-67.03640747070312,-0.28681710362434387,-89.06623840332031,0.7940366268157959,-67.23544311523438,-0.13257268071174622,-89.10934448242188,52.7022705078125,0.13339591026306152,270000
0.09234417974948883,-66.92274475097656,-0.4951903223991394,-89.52835083007812,2.394590139389038,-67.06533813476562,-0.32789573073387146,-89.49198150634766,57.802825927734375,0.12856341898441315,280000
0.18281924724578857,-67.09721374511719,-0.6106303334236145,-89.80854034423828,0.48292940855026245,-67.39675903320312,-0.2757289409637451,-89.7650375366211,41.47861862182617,0.14109432697296143,290000
0.3316604495048523,-67.25684356689453,-0.22353202104568481,-89.90345764160156,1.8190399408340454,-67.4211654663086,-0.3403199315071106,-89.85772705078125,139.26409912109375,0.10304774343967438,300000
0.1479254812002182,-67.48998260498047,-0.329571008682251,-89.85597229003906,0.6973918676376343,-67.80641174316406,-0.11791616678237915,-89.99581146240234,36.26875305175781,0.11719019711017609,310000
0.13866084814071655,-66.55213928222656,-0.36492589116096497,-90.3754653930664,0.8037906885147095,-66.79157257080078,-0.6252615451812744,-90.26315307617188,100.53652954101562,0.13923940062522888,320000
0.16633941233158112,-68.19869995117188,-0.30202561616897583,-90.55836486816406,0.7353624105453491,-68.4899673461914,0.4510802626609802,-90.51280975341797,36.00093078613281,0.12351252138614655,330000
0.1609821319580078,-65.16194152832031,-0.36233702301979065,-90.7354736328125,1.1929655075073242,-65.51449584960938,-0.1733120083808899,-90.82697296142578,44.429405212402344,0.144939124584198,340000
0.08758687973022461,-67.8804931640625,-0.168401300907135,-90.80186462402344,0.4606667757034302,-68.25993347167969,-0.15475431084632874,-90.90432739257812,26.591381072998047,0.12178047746419907,350000
0.24703672528266907,-66.98318481445312,-0.6279602646827698,-91.02519226074219,0.5654720664024353,-67.21127319335938,-0.11120495200157166,-91.03279113769531,56.83554458618164,0.13750317692756653,360000
0.08747927844524384,-67.93733215332031,-0.554703950881958,-91.05133056640625,0.7099096775054932,-68.3660888671875,-1.3693110942840576,-91.25509643554688,30.9991512298584,0.12134521454572678,370000
0.21999475359916687,-68.70516204833984,-0.7852472066879272,-91.12015533447266,0.7495012283325195,-68.85107421875,-0.9814987778663635,-91.07173919677734,76.34305572509766,0.13536354899406433,380000
0.9712882041931152,-66.69891357421875,-0.15353292226791382,-91.26033020019531,0.8331418037414551,-66.892333984375,-0.1156444251537323,-91.28629302978516,36.307552337646484,0.12415826320648193,390000
