Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,5064,38.0,38,,,,,,
,,,,,5078,14.0,14,,,,,,
,,,,,5120,42.0,42,,,,,,
,,,,,5143,23.0,23,,,,,,
,,,,,5204,61.0,61,,,,,,
,,,,,5220,16.0,16,,,,,,
,,,,,5236,16.0,16,,,,,,
,,,,,5274,38.0,38,,,,,,
,,,,,5286,12.0,12,,,,,,
,,,,,5340,54.0,54,,,,,,
,,,,,5351,11.0,11,,,,,,
,,,,,5362,11.0,11,,,,,,
,,,,,5375,13.0,13,,,,,,
,,,,,5415,40.0,40,,,,,,
,,,,,5441,26.0,26,,,,,,
,,,,,5451,10.0,10,,,,,,
,,,,,5494,43.0,43,,,,,,
,,,,,5569,75.0,75,,,,,,
,,,,,5587,18.0,18,,,,,,
,,,,,5606,19.0,19,,,,,,
,,,,,5618,12.0,12,,,,,,
,,,,,5660,42.0,42,,,,,,
,,,,,5706,46.0,46,,,,,,
,,,,,5738,32.0,32,,,,,,
,,,,,5763,25.0,25,,,,,,
,,,,,5787,24.0,24,,,,,,
,,,,,5841,54.0,54,,,,,,
,,,,,5859,18.0,18,,,,,,
,,,,,5877,18.0,18,,,,,,
,,,,,5951,74.0,74,,,,,,
,,,,,5999,48.0,48,,,,,,
,,,,,6000,,,0.1071782261133194,4.770779132843018,4.8087944984436035,0.5513595938682556,0.82,0.0005
,,,,,6020,21.0,21,,,,,,
,,,,,6072,52.0,52,,,,,,
,,,,,6086,14.0,14,,,,,,
,,,,,6118,32.0,32,,,,,,
,,,,,6194,76.0,76,,,,,,
,,,,,6215,21.0,21,,,,,,
,,,,,6229,14.0,14,,,,,,
,,,,,6248,19.0,19,,,,,,
,,,,,6311,63.0,63,,,,,,
,,,,,6328,17.0,17,,,,,,
,,,,,6353,25.0,25,,,,,,
,,,,,6371,18.0,18,,,,,,
,,,,,6393,22.0,22,,,,,,
,,,,,6416,23.0,23,,,,,,
,,,,,6433,17.0,17,,,,,,
,,,,,6465,32.0,32,,,,,,
,,,,,6489,24.0,24,,,,,,
,,,,,6507,18.0,18,,,,,,
,,,,,6523,16.0,16,,,,,,
,,,,,6538,15.0,15,,,,,,
,,,,,6590,52.0,52,,,,,,
,,,,,6627,37.0,37,,,,,,
,,,,,6659,32.0,32,,,,,,
,,,,,6682,23.0,23,,,,,,
,,,,,6699,17.0,17,,,,,,
,,,,,6746,47.0,47,,,,,,
,,,,,6784,38.0,38,,,,,,
,,,,,6820,36.0,36,,,,,,
,,,,,6846,26.0,26,,,,,,
,,,,,6886,40.0,40,,,,,,
,,,,,6916,30.0,30,,,,,,
,,,,,6937,21.0,21,,,,,,
,,,,,7000,,,0.03983954340219498,5.565667629241943,5.5564775466918945,0.1287766546010971,0.79,0.0005
,,,,,7004,67.0,67,,,,,,
,,,,,7024,20.0,20,,,,,,
,,,,,7115,91.0,91,,,,,,
,,,,,7133,18.0,18,,,,,,
,,,,,7199,66.0,66,,,,,,
,,,,,7222,23.0,23,,,,,,
,,,,,7255,33.0,33,,,,,,
,,,,,7288,33.0,33,,,,,,
,,,,,7392,104.0,104,,,,,,
,,,,,7412,20.0,20,,,,,,
,,,,,7436,24.0,24,,,,,,
,,,,,7468,32.0,32,,,,,,
,,,,,7496,28.0,28,,,,,,
201.7,40.462452,293.0,149.0,201.7,7500,,,0.02552652172744274,6.343380928039551,6.358098030090332,0.39141014218330383,0.775,0.0005
,,,,,7548,52.0,52,,,,,,
,,,,,7563,15.0,15,,,,,,
,,,,,7581,18.0,18,,,,,,
,,,,,7632,51.0,51,,,,,,
,,,,,7698,66.0,66,,,,,,
,,,,,7725,27.0,27,,,,,,
,,,,,7740,15.0,15,,,,,,
,,,,,7758,18.0,18,,,,,,
,,,,,7809,51.0,51,,,,,,
,,,,,7837,28.0,28,,,,,,
,,,,,7857,20.0,20,,,,,,
,,,,,7925,68.0,68,,,,,,
,,,,,8000,,,0.02350497432053089,6.452994346618652,6.465841293334961,0.5539258718490601,0.76,0.0005
,,,,,8010,85.0,85,,,,,,
,,,,,8028,18.0,18,,,,,,
,,,,,8079,51.0,51,,,,,,
,,,,,8088,9.0,9,,,,,,
,,,,,8158,70.0,70,,,,,,
,,,,,8175,17.0,17,,,,,,
,,,,,8189,14.0,14,,,,,,
,,,,,8253,64.0,64,,,,,,
,,,,,8266,13.0,13,,,,,,
,,,,,8297,31.0,31,,,,,,
,,,,,8357,60.0,60,,,,,,
,,,,,8381,24.0,24,,,,,,
,,,,,8484,103.0,103,,,,,,
,,,,,8505,21.0,21,,,,,,
,,,,,8595,90.0,90,,,,,,
,,,,,8665,70.0,70,,,,,,
,,,,,8752,87.0,87,,,,,,
,,,,,8790,38.0,38,,,,,,
,,,,,8829,39.0,39,,,,,,
,,,,,8841,12.0,12,,,,,,
,,,,,8856,15.0,15,,,,,,
,,,,,8874,18.0,18,,,,,,
,,,,,8926,52.0,52,,,,,,
,,,,,8957,31.0,31,,,,,,
,,,,,9000,,,0.012651159428060055,7.448826313018799,7.427153587341309,0.22107233107089996,0.73,0.0005
,,,,,9008,51.0,51,,,,,,
,,,,,9062,54.0,54,,,,,,
,,,,,9093,31.0,31,,,,,,
,,,,,9111,18.0,18,,,,,,
,,,,,9155,44.0,44,,,,,,
,,,,,9177,22.0,22,,,,,,
,,,,,9197,20.0,20,,,,,,
,,,,,9219,22.0,22,,,,,,
,,,,,9317,98.0,98,,,,,,
,,,,,9338,21.0,21,,,,,,
,,,,,9350,12.0,12,,,,,,
,,,,,9377,27.0,27,,,,,,
,,,,,9404,27.0,27,,,,,,
,,,,,9433,29.0,29,,,,,,
,,,,,9450,17.0,17,,,,,,
,,,,,9512,62.0,62,,,,,,
,,,,,9533,21.0,21,,,,,,
,,,,,9550,17.0,17,,,,,,
,,,,,9631,81.0,81,,,,,,
,,,,,9664,33.0,33,,,,,,
,,,,,9730,66.0,66,,,,,,
,,,,,9780,50.0,50,,,,,,
,,,,,9804,24.0,24,,,,,,
,,,,,9831,27.0,27,,,,,,
,,,,,9851,20.0,20,,,,,,
,,,,,9895,44.0,44,,,,,,
,,,,,9949,54.0,54,,,,,,
,,,,,9961,12.0,12,,,,,,
138.6,26.597744,201.0,106.0,138.6,10000,,,0.05099672079086304,7.928100109100342,7.940675258636475,0.6108264923095703,0.7,0.0005
,,,,,10006,45.0,45,,,,,,
,,,,,10027,21.0,21,,,,,,
,,,,,10043,16.0,16,,,,,,
,,,,,10077,34.0,34,,,,,,
,,,,,10096,19.0,19,,,,,,
,,,,,10180,84.0,84,,,,,,
,,,,,10282,102.0,102,,,,,,
,,,,,10327,45.0,45,,,,,,
,,,,,10362,35.0,35,,,,,,
,,,,,10421,59.0,59,,,,,,
,,,,,10542,121.0,121,,,,,,
,,,,,10606,64.0,64,,,,,,
,,,,,10629,23.0,23,,,,,,
,,,,,10664,35.0,35,,,,,,
,,,,,10676,12.0,12,,,,,,
,,,,,10716,40.0,40,,,,,,
,,,,,10782,66.0,66,,,,,,
,,,,,10859,77.0,77,,,,,,
,,,,,10895,36.0,36,,,,,,
,,,,,10967,72.0,72,,,,,,
,,,,,11000,,,0.12590305507183075,8.802897453308105,8.749454498291016,1.5723134279251099,0.67,0.0005
,,,,,11038,71.0,71,,,,,,
,,,,,11051,13.0,13,,,,,,
,,,,,11088,37.0,37,,,,,,
,,,,,11164,76.0,76,,,,,,
,,,,,11230,66.0,66,,,,,,
,,,,,11299,69.0,69,,,,,,
,,,,,11324,25.0,25,,,,,,
,,,,,11344,20.0,20,,,,,,
,,,,,11407,63.0,63,,,,,,
,,,,,11419,12.0,12,,,,,,
,,,,,11545,126.0,126,,,,,,
,,,,,11570,25.0,25,,,,,,
,,,,,11586,16.0,16,,,,,,
,,,,,11614,28.0,28,,,,,,
,,,,,11663,49.0,49,,,,,,
,,,,,11676,13.0,13,,,,,,
,,,,,11704,28.0,28,,,,,,
,,,,,11723,19.0,19,,,,,,
,,,,,11742,19.0,19,,,,,,
,,,,,11803,61.0,61,,,,,,
,,,,,11820,17.0,17,,,,,,
,,,,,11837,17.0,17,,,,,,
,,,,,11851,14.0,14,,,,,,
,,,,,11884,33.0,33,,,,,,
,,,,,11908,24.0,24,,,,,,
,,,,,11980,72.0,72,,,,,,
,,,,,12000,,,0.018278589472174644,10.093002319335938,10.089948654174805,0.20193545520305634,0.6399999999999999,0.0005
,,,,,12068,88.0,88,,,,,,
,,,,,12144,76.0,76,,,,,,
,,,,,12164,20.0,20,,,,,,
,,,,,12184,20.0,20,,,,,,
,,,,,12266,82.0,82,,,,,,
,,,,,12287,21.0,21,,,,,,
,,,,,12314,27.0,27,,,,,,
,,,,,12334,20.0,20,,,,,,
,,,,,12412,78.0,78,,,,,,
,,,,,12426,14.0,14,,,,,,
,,,,,12454,28.0,28,,,,,,
97.5,11.395175,119.0,82.0,97.5,12500,,,0.14183929562568665,10.237896919250488,10.2099027633667,0.9092970490455627,0.625,0.0005
,,,,,12532,78.0,78,,,,,,
,,,,,12548,16.0,16,,,,,,
,,,,,12616,68.0,68,,,,,,
,,,,,12643,27.0,27,,,,,,
,,,,,12695,52.0,52,,,,,,
,,,,,12746,51.0,51,,,,,,
,,,,,12758,12.0,12,,,,,,
,,,,,12798,40.0,40,,,,,,
,,,,,12856,58.0,58,,,,,,
,,,,,12972,116.0,116,,,,,,
,,,,,13000,,,0.11821231991052628,10.664891242980957,10.667022705078125,0.6165222525596619,0.61,0.0005
,,,,,13020,48.0,48,,,,,,
,,,,,13127,107.0,107,,,,,,
,,,,,13212,85.0,85,,,,,,
,,,,,13295,83.0,83,,,,,,
,,,,,13372,77.0,77,,,,,,
,,,,,13397,25.0,25,,,,,,
,,,,,13436,39.0,39,,,,,,
,,,,,13470,34.0,34,,,,,,
,,,,,13487,17.0,17,,,,,,
,,,,,13579,92.0,92,,,,,,
,,,,,13642,63.0,63,,,,,,
,,,,,13774,132.0,132,,,,,,
,,,,,13876,102.0,102,,,,,,
,,,,,13899,23.0,23,,,,,,
,,,,,13923,24.0,24,,,,,,
,,,,,14000,,,0.011216441169381142,11.637138366699219,11.627447128295898,0.2630493938922882,0.58,0.0005
,,,,,14009,86.0,86,,,,,,
,,,,,14057,48.0,48,,,,,,
,,,,,14077,20.0,20,,,,,,
,,,,,14128,51.0,51,,,,,,
,,,,,14241,113.0,113,,,,,,
,,,,,14281,40.0,40,,,,,,
,,,,,14302,21.0,21,,,,,,
,,,,,14327,25.0,25,,,,,,
,,,,,14384,57.0,57,,,,,,
,,,,,14528,144.0,144,,,,,,
,,,,,14644,116.0,116,,,,,,
,,,,,14665,21.0,21,,,,,,
,,,,,14755,90.0,90,,,,,,
,,,,,14768,13.0,13,,,,,,
,,,,,14790,22.0,22,,,,,,
,,,,,14812,22.0,22,,,,,,
,,,,,14920,108.0,108,,,,,,
,,,,,14941,21.0,21,,,,,,
,,,,,14992,51.0,51,,,,,,
121.1,5.2239833,127.0,110.0,121.1,15000,,,0.06524715572595596,12.24540901184082,12.227280616760254,0.4969225525856018,0.55,0.0005
,,,,,15069,77.0,77,,,,,,
,,,,,15175,106.0,106,,,,,,
,,,,,15277,102.0,102,,,,,,
,,,,,15345,68.0,68,,,,,,
,,,,,15364,19.0,19,,,,,,
,,,,,15467,103.0,103,,,,,,
,,,,,15491,24.0,24,,,,,,
,,,,,15535,44.0,44,,,,,,
,,,,,15558,23.0,23,,,,,,
,,,,,15572,14.0,14,,,,,,
,,,,,15591,19.0,19,,,,,,
,,,,,15617,26.0,26,,,,,,
,,,,,15690,73.0,73,,,,,,
,,,,,15716,26.0,26,,,,,,
,,,,,15819,103.0,103,,,,,,
,,,,,15853,34.0,34,,,,,,
,,,,,15883,30.0,30,,,,,,
,,,,,15999,116.0,116,,,,,,
,,,,,16000,,,0.7074861526489258,13.078130722045898,13.050564765930176,2.7755749225616455,0.52,0.0005
,,,,,16017,18.0,18,,,,,,
,,,,,16132,115.0,115,,,,,,
,,,,,16151,19.0,19,,,,,,
,,,,,16172,21.0,21,,,,,,
,,,,,16223,51.0,51,,,,,,
,,,,,16304,81.0,81,,,,,,
,,,,,16348,44.0,44,,,,,,
,,,,,16359,11.0,11,,,,,,
,,,,,16399,40.0,40,,,,,,
,,,,,16421,22.0,22,,,,,,
,,,,,16467,46.0,46,,,,,,
,,,,,16489,22.0,22,,,,,,
,,,,,16566,77.0,77,,,,,,
,,,,,16603,37.0,37,,,,,,
,,,,,16628,25.0,25,,,,,,
,,,,,16648,20.0,20,,,,,,
,,,,,16747,99.0,99,,,,,,
,,,,,16821,74.0,74,,,,,,
,,,,,16836,15.0,15,,,,,,
,,,,,16938,102.0,102,,,,,,
,,,,,16967,29.0,29,,,,,,
,,,,,16993,26.0,26,,,,,,
,,,,,17000,,,0.04474050551652908,14.347315788269043,14.322736740112305,1.351926326751709,0.49,0.0005
,,,,,17008,15.0,15,,,,,,
,,,,,17024,16.0,16,,,,,,
,,,,,17144,120.0,120,,,,,,
,,,,,17161,17.0,17,,,,,,
,,,,,17264,103.0,103,,,,,,
,,,,,17290,26.0,26,,,,,,
,,,,,17306,16.0,16,,,,,,
,,,,,17347,41.0,41,,,,,,
,,,,,17366,19.0,19,,,,,,
,,,,,17477,111.0,111,,,,,,
,,,,,17495,18.0,18,,,,,,
116.2,2.5612497,119.0,111.0,116.2,17500,,,0.04441913217306137,15.043800354003906,15.051081657409668,0.5212393403053284,0.475,0.0005
,,,,,17513,18.0,18,,,,,,
,,,,,17631,118.0,118,,,,,,
,,,,,17647,16.0,16,,,,,,
,,,,,17659,12.0,12,,,,,,
,,,,,17681,22.0,22,,,,,,
,,,,,17704,23.0,23,,,,,,
,,,,,17722,18.0,18,,,,,,
,,,,,17828,106.0,106,,,,,,
,,,,,17862,34.0,34,,,,,,
,,,,,17881,19.0,19,,,,,,
,,,,,17898,17.0,17,,,,,,
,,,,,17921,23.0,23,,,,,,
,,,,,17936,15.0,15,,,,,,
,,,,,17957,21.0,21,,,,,,
,,,,,17981,24.0,24,,,,,,
,,,,,18000,,,0.26416727900505066,15.263916015625,15.250253677368164,2.9824512004852295,0.45999999999999996,0.0005
,,,,,18005,24.0,24,,,,,,
,,,,,18085,80.0,80,,,,,,
,,,,,18195,110.0,110,,,,,,
,,,,,18299,104.0,104,,,,,,
,,,,,18391,92.0,92,,,,,,
,,,,,18402,11.0,11,,,,,,
,,,,,18415,13.0,13,,,,,,
,,,,,18453,38.0,38,,,,,,
,,,,,18462,9.0,9,,,,,,
,,,,,18475,13.0,13,,,,,,
,,,,,18570,95.0,95,,,,,,
,,,,,18590,20.0,20,,,,,,
,,,,,18637,47.0,47,,,,,,
,,,,,18655,18.0,18,,,,,,
,,,,,18670,15.0,15,,,,,,
,,,,,18690,20.0,20,,,,,,
,,,,,18791,101.0,101,,,,,,
,,,,,18852,61.0,61,,,,,,
,,,,,18929,77.0,77,,,,,,
,,,,,19000,,,0.15886184573173523,15.828646659851074,15.878364562988281,3.3609070777893066,0.43000000000000005,0.0005
,,,,,19024,95.0,95,,,,,,
,,,,,19118,94.0,94,,,,,,
,,,,,19145,27.0,27,,,,,,
,,,,,19167,22.0,22,,,,,,
,,,,,19182,15.0,15,,,,,,
,,,,,19207,25.0,25,,,,,,
,,,,,19222,15.0,15,,,,,,
,,,,,19239,17.0,17,,,,,,
,,,,,19255,16.0,16,,,,,,
,,,,,19281,26.0,26,,,,,,
,,,,,19301,20.0,20,,,,,,
,,,,,19316,15.0,15,,,,,,
,,,,,19333,17.0,17,,,,,,
,,,,,19349,16.0,16,,,,,,
,,,,,19365,16.0,16,,,,,,
,,,,,19463,98.0,98,,,,,,
,,,,,19485,22.0,22,,,,,,
,,,,,19588,103.0,103,,,,,,
,,,,,19599,11.0,11,,,,,,
,,,,,19694,95.0,95,,,,,,
,,,,,19709,15.0,15,,,,,,
,,,,,19740,31.0,31,,,,,,
,,,,,19751,11.0,11,,,,,,
,,,,,19856,105.0,105,,,,,,
,,,,,19869,13.0,13,,,,,,
,,,,,19895,26.0,26,,,,,,
,,,,,19954,59.0,59,,,,,,
102.9,2.6627052,106.0,96.0,102.9,20000,,,0.4100833237171173,16.570690155029297,16.564899444580078,1.7568403482437134,0.4,0.0005
,,,,,20046,92.0,92,,,,,,
,,,,,20062,16.0,16,,,,,,
,,,,,20115,53.0,53,,,,,,
,,,,,20172,57.0,57,,,,,,
,,,,,20201,29.0,29,,,,,,
,,,,,20221,20.0,20,,,,,,
,,,,,20323,102.0,102,,,,,,
,,,,,20380,57.0,57,,,,,,
,,,,,20402,22.0,22,,,,,,
,,,,,20415,13.0,13,,,,,,
,,,,,20449,34.0,34,,,,,,
,,,,,20556,107.0,107,,,,,,
,,,,,20667,111.0,111,,,,,,
,,,,,20684,17.0,17,,,,,,
,,,,,20705,21.0,21,,,,,,
,,,,,20804,99.0,99,,,,,,
,,,,,20854,50.0,50,,,,,,
,,,,,20951,97.0,97,,,,,,
,,,,,20969,18.0,18,,,,,,
,,,,,20982,13.0,13,,,,,,
,,,,,20999,17.0,17,,,,,,
,,,,,21000,,,0.053558047860860825,16.649436950683594,16.68497657775879,1.858486294746399,0.37,0.0005
,,,,,21096,97.0,97,,,,,,
,,,,,21128,32.0,32,,,,,,
,,,,,21142,14.0,14,,,,,,
,,,,,21159,17.0,17,,,,,,
,,,,,21198,39.0,39,,,,,,
,,,,,21231,33.0,33,,,,,,
,,,,,21261,30.0,30,,,,,,
,,,,,21358,97.0,97,,,,,,
,,,,,21375,17.0,17,,,,,,
,,,,,21407,32.0,32,,,,,,
,,,,,21463,56.0,56,,,,,,
,,,,,21566,103.0,103,,,,,,
,,,,,21580,14.0,14,,,,,,
,,,,,21593,13.0,13,,,,,,
,,,,,21636,43.0,43,,,,,,
,,,,,21648,12.0,12,,,,,,
,,,,,21745,97.0,97,,,,,,
,,,,,21846,101.0,101,,,,,,
,,,,,21948,102.0,102,,,,,,
,,,,,21966,18.0,18,,,,,,
,,,,,22000,,,0.14544904232025146,18.031326293945312,18.145492553710938,4.291529655456543,0.3400000000000001,0.0005
