Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,23934,229.0,229,,,,,,
,,,,,23965,31.0,31,,,,,,
,,,,,24000,,,0.08043680340051651,19.296369552612305,19.33831024169922,2.903970956802368,0.2799999999999999,0.0005
,,,,,24085,120.0,120,,,,,,
,,,,,24153,68.0,68,,,,,,
,,,,,24216,63.0,63,,,,,,
,,,,,24285,69.0,69,,,,,,
,,,,,24365,80.0,80,,,,,,
,,,,,24410,45.0,45,,,,,,
,,,,,24692,282.0,282,,,,,,
,,,,,24802,110.0,110,,,,,,
,,,,,24947,145.0,145,,,,,,
331.8,60.25911,382.0,159.0,331.8,25000,,,0.09562365710735321,20.316532135009766,20.352046966552734,5.951910495758057,0.25,0.0005
,,,,,25046,99.0,99,,,,,,
,,,,,25131,85.0,85,,,,,,
,,,,,25222,91.0,91,,,,,,
,,,,,25259,37.0,37,,,,,,
,,,,,25366,107.0,107,,,,,,
,,,,,25692,326.0,326,,,,,,
,,,,,25803,111.0,111,,,,,,
,,,,,26000,,,0.08450406789779663,21.60308074951172,21.604711532592773,2.7652101516723633,0.21999999999999997,0.0005
,,,,,26075,272.0,272,,,,,,
,,,,,26149,74.0,74,,,,,,
,,,,,26250,101.0,101,,,,,,
,,,,,26365,115.0,115,,,,,,
,,,,,26382,17.0,17,,,,,,
,,,,,26552,170.0,170,,,,,,
,,,,,26709,157.0,157,,,,,,
,,,,,26767,58.0,58,,,,,,
,,,,,27000,,,0.06646575033664703,21.881549835205078,21.887224197387695,2.850637912750244,0.18999999999999995,0.0005
,,,,,27020,253.0,253,,,,,,
,,,,,27324,304.0,304,,,,,,
,,,,,27375,51.0,51,,,,,,
,,,,,27418,43.0,43,,,,,,
107.0,4.2190046,114.0,101.0,107.0,27500,,,1.460199236869812,22.232868194580078,22.1076717376709,25.60076332092285,0.17500000000000004,0.0005
,,,,,27531,113.0,113,,,,,,
,,,,,27689,158.0,158,,,,,,
,,,,,27704,15.0,15,,,,,,
,,,,,27737,33.0,33,,,,,,
,,,,,27831,94.0,94,,,,,,
,,,,,27941,110.0,110,,,,,,
,,,,,28000,,,0.10509761422872543,22.94597053527832,22.97643280029297,3.5172176361083984,0.15999999999999992,0.0005
,,,,,28061,120.0,120,,,,,,
,,,,,28192,131.0,131,,,,,,
,,,,,28323,131.0,131,,,,,,
,,,,,28529,206.0,206,,,,,,
,,,,,28573,44.0,44,,,,,,
,,,,,28916,343.0,343,,,,,,
,,,,,28967,51.0,51,,,,,,
,,,,,29000,,,0.11679383367300034,24.855504989624023,24.89057159423828,6.492910385131836,0.13,0.0005
,,,,,29093,126.0,126,,,,,,
,,,,,29156,63.0,63,,,,,,
,,,,,29312,156.0,156,,,,,,
,,,,,29441,129.0,129,,,,,,
,,,,,29941,500.0,500,,,,,,
126.2,5.6356015,136.0,117.0,126.2,30000,,,4.438462257385254,24.270275115966797,24.06761932373047,6.891310214996338,0.1,0.0005
,,,,,30068,127.0,127,,,,,,
,,,,,30084,16.0,16,,,,,,
,,,,,30246,162.0,162,,,,,,
,,,,,30450,204.0,204,,,,,,
,,,,,30652,202.0,202,,,,,,
,,,,,30724,72.0,72,,,,,,
,,,,,30863,139.0,139,,,,,,
,,,,,30919,56.0,56,,,,,,
,,,,,31000,,,0.27091073989868164,25.437435150146484,25.509368896484375,6.634433269500732,0.09733333333333334,0.0005
,,,,,31102,183.0,183,,,,,,
,,,,,31511,409.0,409,,,,,,
,,,,,31664,153.0,153,,,,,,
,,,,,31787,123.0,123,,,,,,
,,,,,32000,,,0.21320368349552155,26.423450469970703,26.507070541381836,11.121366500854492,0.09466666666666668,0.0005
,,,,,32190,403.0,403,,,,,,
,,,,,32377,187.0,187,,,,,,
299.3,164.06648,500.0,147.0,299.3,32500,,,4.402191162109375,26.501773834228516,26.3209285736084,7.626750946044922,0.09333333333333334,0.0005
,,,,,32877,500.0,500,,,,,,
,,,,,33000,,,4.534167289733887,25.39006996154785,25.086732864379883,18.22580337524414,0.092,0.0005
,,,,,33044,167.0,167,,,,,,
,,,,,33544,500.0,500,,,,,,
,,,,,34000,,,0.06379485875368118,26.964614868164062,26.998689651489258,3.244962692260742,0.08933333333333333,0.0005
,,,,,34044,500.0,500,,,,,,
,,,,,34387,343.0,343,,,,,,
,,,,,34398,11.0,11,,,,,,
,,,,,34778,380.0,380,,,,,,
129.5,6.07042,145.0,124.0,129.5,35000,,,5.966678142547607,27.944183349609375,27.85376739501953,14.151941299438477,0.08666666666666667,0.0005
,,,,,35186,408.0,408,,,,,,
,,,,,35390,204.0,204,,,,,,
,,,,,35534,144.0,144,,,,,,
,,,,,35675,141.0,141,,,,,,
,,,,,35873,198.0,198,,,,,,
,,,,,36000,,,0.1322304904460907,28.214445114135742,28.269060134887695,7.0254645347595215,0.084,0.0005
,,,,,36039,166.0,166,,,,,,
,,,,,36055,16.0,16,,,,,,
,,,,,36368,313.0,313,,,,,,
,,,,,36666,298.0,298,,,,,,
,,,,,37000,,,0.22071295976638794,28.79823112487793,28.919654846191406,8.129512786865234,0.08133333333333334,0.0005
,,,,,37043,377.0,377,,,,,,
399.6,153.63477,500.0,143.0,399.6,37500,,,0.11854458600282669,29.019790649414062,29.06039047241211,5.296605110168457,0.08,0.0005
,,,,,37543,500.0,500,,,,,,
,,,,,37978,435.0,435,,,,,,
,,,,,38000,,,0.16225029528141022,30.113771438598633,30.145553588867188,5.541578769683838,0.07866666666666668,0.0005
,,,,,38478,500.0,500,,,,,,
,,,,,38978,500.0,500,,,,,,
,,,,,39000,,,0.18123915791511536,30.414276123046875,30.471229553222656,6.606658935546875,0.07600000000000001,0.0005
,,,,,39478,500.0,500,,,,,,
,,,,,39978,500.0,500,,,,,,
500.0,0.0,500.0,500.0,500.0,40000,,,0.11167950928211212,31.699193954467773,31.739395141601562,1.9618099927902222,0.07333333333333333,0.0005
,,,,,40147,169.0,169,,,,,,
,,,,,40647,500.0,500,,,,,,
,,,,,41000,,,0.9082043766975403,32.75263595581055,32.682655334472656,10.77622127532959,0.07066666666666667,0.0005
,,,,,41147,500.0,500,,,,,,
,,,,,41647,500.0,500,,,,,,
,,,,,42000,,,2.5507619380950928,32.541481018066406,32.40290832519531,17.879432678222656,0.068,0.0005
,,,,,42147,500.0,500,,,,,,
,,,,,42329,182.0,182,,,,,,
500.0,0.0,500.0,500.0,500.0,42500,,,7.275341987609863,34.5724983215332,34.24226760864258,24.910940170288086,0.06666666666666668,0.0005
,,,,,42829,500.0,500,,,,,,
,,,,,43000,,,0.14075589179992676,33.61738204956055,33.670143127441406,6.598482608795166,0.06533333333333333,0.0005
,,,,,43329,500.0,500,,,,,,
,,,,,43829,500.0,500,,,,,,
,,,,,43995,166.0,166,,,,,,
,,,,,44000,,,0.3173186480998993,34.856266021728516,34.9775390625,12.113219261169434,0.06266666666666668,0.0005
,,,,,44166,171.0,171,,,,,,
,,,,,44329,163.0,163,,,,,,
,,,,,44728,399.0,399,,,,,,
202.5,19.510254,230.0,174.0,202.5,45000,,,0.6796160936355591,35.525611877441406,35.67676544189453,20.89266586303711,0.060000000000000005,0.0005
,,,,,45228,500.0,500,,,,,,
,,,,,45395,167.0,167,,,,,,
,,,,,45559,164.0,164,,,,,,
,,,,,46000,,,0.14881135523319244,35.85436248779297,35.836002349853516,2.1396727561950684,0.05733333333333334,0.0005
,,,,,46059,500.0,500,,,,,,
,,,,,46205,146.0,146,,,,,,
,,,,,46705,500.0,500,,,,,,
,,,,,46837,132.0,132,,,,,,
,,,,,46986,149.0,149,,,,,,
,,,,,47000,,,0.10437244176864624,36.59453582763672,36.65796661376953,2.5463545322418213,0.054666666666666676,0.0005
,,,,,47486,500.0,500,,,,,,
143.7,8.474078,160.0,135.0,143.7,47500,,,0.35603398084640503,37.0834846496582,37.111942291259766,9.036373138427734,0.05333333333333334,0.0005
,,,,,47648,162.0,162,,,,,,
,,,,,47799,151.0,151,,,,,,
,,,,,47954,155.0,155,,,,,,
,,,,,48000,,,0.45206940174102783,36.90663146972656,36.900115966796875,15.744091033935547,0.052000000000000005,0.0005
,,,,,48115,161.0,161,,,,,,
,,,,,48615,500.0,500,,,,,,
,,,,,49000,,,0.11490404605865479,37.15257263183594,37.23176956176758,3.0868210792541504,0.04933333333333334,0.0005
,,,,,49115,500.0,500,,,,,,
,,,,,49615,500.0,500,,,,,,
,,,,,49843,228.0,228,,,,,,
,,,,,49999,156.0,156,,,,,,
431.2,117.49366,500.0,195.0,431.2,50000,,,0.3790636658668518,37.06924057006836,37.19010925292969,11.416279792785645,0.046666666666666676,0.0005
,,,,,50160,161.0,161,,,,,,
,,,,,50660,500.0,500,,,,,,
,,,,,51000,,,0.5070687532424927,39.32638931274414,39.334999084472656,23.91179656982422,0.04400000000000001,0.0005
,,,,,51160,500.0,500,,,,,,
,,,,,51298,138.0,138,,,,,,
,,,,,51465,167.0,167,,,,,,
,,,,,51632,167.0,167,,,,,,
,,,,,51804,172.0,172,,,,,,
,,,,,51952,148.0,148,,,,,,
,,,,,52000,,,0.4693288803100586,40.314945220947266,40.342063903808594,11.415035247802734,0.04133333333333334,0.0005
,,,,,52124,172.0,172,,,,,,
232.5,133.98973,500.0,150.0,232.5,52500,,,0.43370693922042847,39.10795593261719,39.17069625854492,35.50156784057617,0.04000000000000001,0.0005
,,,,,52623,499.0,499,,,,,,
,,,,,53000,,,0.18759188055992126,40.934051513671875,41.01308822631836,5.312283515930176,0.03866666666666667,0.0005
,,,,,53123,500.0,500,,,,,,
,,,,,53292,169.0,169,,,,,,
,,,,,53434,142.0,142,,,,,,
,,,,,53596,162.0,162,,,,,,
,,,,,53770,174.0,174,,,,,,
,,,,,53922,152.0,152,,,,,,
,,,,,54000,,,0.6703312397003174,40.96687698364258,41.02510070800781,19.804174423217773,0.036000000000000004,0.0005
,,,,,54076,154.0,154,,,,,,
,,,,,54557,481.0,481,,,,,,
326.3,173.91264,500.0,138.0,326.3,55000,,,0.7278627753257751,41.84657287597656,42.03601837158203,22.490346908569336,0.03333333333333334,0.0005
,,,,,55057,500.0,500,,,,,,
,,,,,55557,500.0,500,,,,,,
,,,,,56000,,,3.596060276031494,41.823150634765625,41.6673698425293,28.95158576965332,0.03066666666666666,0.0005
,,,,,56057,500.0,500,,,,,,
,,,,,56217,160.0,160,,,,,,
,,,,,56380,163.0,163,,,,,,
,,,,,56841,461.0,461,,,,,,
,,,,,56977,136.0,136,,,,,,
,,,,,57000,,,0.8394652009010315,42.074668884277344,42.08505630493164,8.249293327331543,0.027999999999999997,0.0005
,,,,,57113,136.0,136,,,,,,
,,,,,57253,140.0,140,,,,,,
,,,,,57414,161.0,161,,,,,,
227.7,130.81746,495.0,148.0,227.7,57500,,,1.7414358854293823,42.49586868286133,42.43146896362305,43.04041290283203,0.026666666666666672,0.0005
,,,,,57568,154.0,154,,,,,,
,,,,,57718,150.0,150,,,,,,
,,,,,58000,,,0.07718686759471893,42.546749114990234,42.590415954589844,3.0961849689483643,0.025333333333333333,0.0005
,,,,,58218,500.0,500,,,,,,
,,,,,58388,170.0,170,,,,,,
,,,,,58888,500.0,500,,,,,,
,,,,,59000,,,0.8492871522903442,42.25751876831055,42.163612365722656,28.71358299255371,0.02266666666666667,0.0005
,,,,,59041,153.0,153,,,,,,
,,,,,59197,156.0,156,,,,,,
,,,,,59367,170.0,170,,,,,,
,,,,,59839,472.0,472,,,,,,
189.4,96.738,479.0,147.0,189.4,60000,,,1.0321155786514282,44.08884811401367,44.222503662109375,34.421913146972656,0.02,0.0005
,,,,,60208,369.0,369,,,,,,
,,,,,60367,159.0,159,,,,,,
,,,,,60735,368.0,368,,,,,,
,,,,,61000,,,9.89027214050293,44.7349967956543,44.56541061401367,26.17595672607422,0.02,0.0005
,,,,,61171,436.0,436,,,,,,
,,,,,61671,500.0,500,,,,,,
,,,,,62000,,,0.09030071645975113,44.753597259521484,44.75706481933594,3.4322948455810547,0.02,0.0005
,,,,,62081,410.0,410,,,,,,
,,,,,62424,343.0,343,,,,,,
345.5,6.3600316,355.0,335.0,345.5,62500,,,0.1828359067440033,45.86711502075195,45.88414764404297,8.796446800231934,0.02,0.0005
,,,,,62765,341.0,341,,,,,,
,,,,,63000,,,0.6149486303329468,45.62692642211914,45.51958084106445,17.93352508544922,0.02,0.0005
,,,,,63265,500.0,500,,,,,,
,,,,,63457,192.0,192,,,,,,
,,,,,63957,500.0,500,,,,,,
,,,,,64000,,,0.3777758777141571,45.71689987182617,45.79153060913086,14.01376724243164,0.02,0.0005
,,,,,64337,380.0,380,,,,,,
,,,,,64539,202.0,202,,,,,,
,,,,,64899,360.0,360,,,,,,
353.5,72.15019,402.0,141.0,353.5,65000,,,8.487586975097656,44.54795455932617,44.30479049682617,33.099510192871094,0.02,0.0005
,,,,,65278,379.0,379,,,,,,
,,,,,65718,440.0,440,,,,,,
,,,,,65927,209.0,209,,,,,,
,,,,,66000,,,0.17215633392333984,47.31468963623047,47.28837203979492,7.125724792480469,0.02,0.0005
,,,,,66427,500.0,500,,,,,,
,,,,,66621,194.0,194,,,,,,
,,,,,66965,344.0,344,,,,,,
,,,,,67000,,,0.520462155342102,46.98170471191406,47.09891891479492,21.14017677307129,0.02,0.0005
,,,,,67465,500.0,500,,,,,,
234.3,52.571953,340.0,196.0,234.3,67500,,,0.1776539385318756,49.03535461425781,49.051910400390625,5.227593421936035,0.02,0.0005
,,,,,67859,394.0,394,,,,,,
,,,,,68000,,,0.16450148820877075,49.352882385253906,49.16171646118164,9.158822059631348,0.02,0.0005
,,,,,68283,424.0,424,,,,,,
,,,,,68532,249.0,249,,,,,,
,,,,,68743,211.0,211,,,,,,
,,,,,68989,246.0,246,,,,,,
,,,,,69000,,,0.15921421349048615,49.01683044433594,48.93618392944336,3.9856700897216797,0.02,0.0005
,,,,,69178,189.0,189,,,,,,
,,,,,69678,500.0,500,,,,,,
,,,,,69910,232.0,232,,,,,,
243.9,74.05194,362.0,186.0,243.9,70000,,,2.0597667694091797,48.44712448120117,48.55859375,35.89881134033203,0.02,0.0005
,,,,,70333,423.0,423,,,,,,
,,,,,70433,100.0,100,,,,,,
,,,,,70853,420.0,420,,,,,,
,,,,,71000,,,0.24527554214000702,50.13074493408203,50.1334114074707,11.037625312805176,0.02,0.0005
,,,,,71067,214.0,214,,,,,,
,,,,,71319,252.0,252,,,,,,
,,,,,71692,373.0,373,,,,,,
,,,,,71971,279.0,279,,,,,,
,,,,,72000,,,0.42649155855178833,50.20329284667969,50.214900970458984,13.702925682067871,0.02,0.0005
,,,,,72164,193.0,193,,,,,,
307.3,32.152916,351.0,239.0,307.3,72500,,,3.4479475021362305,51.20940399169922,50.98854064941406,27.954030990600586,0.02,0.0005
,,,,,72587,423.0,423,,,,,,
,,,,,72926,339.0,339,,,,,,
,,,,,73000,,,0.11711432784795761,51.517311096191406,51.50905227661133,5.676796913146973,0.02,0.0005
,,,,,73215,289.0,289,,,,,,
,,,,,73449,234.0,234,,,,,,
,,,,,73653,204.0,204,,,,,,
,,,,,73987,334.0,334,,,,,,
,,,,,74000,,,0.21385236084461212,52.48603057861328,52.590965270996094,10.773856163024902,0.02,0.0005
,,,,,74150,163.0,163,,,,,,
,,,,,74505,355.0,355,,,,,,
,,,,,74907,402.0,402,,,,,,
261.4,59.11548,336.0,207.0,261.4,75000,,,0.2202344834804535,51.84326171875,51.883758544921875,10.32876968383789,0.02,0.0005
,,,,,75247,340.0,340,,,,,,
,,,,,75486,239.0,239,,,,,,
,,,,,75703,217.0,217,,,,,,
,,,,,75928,225.0,225,,,,,,
,,,,,76000,,,0.24375343322753906,52.935707092285156,53.07124328613281,14.211416244506836,0.02,0.0005
,,,,,76212,284.0,284,,,,,,
,,,,,76551,339.0,339,,,,,,
,,,,,76703,152.0,152,,,,,,
,,,,,77000,,,0.24981403350830078,53.10047912597656,53.074974060058594,10.879731178283691,0.02,0.0005
,,,,,77001,298.0,298,,,,,,
,,,,,77276,275.0,275,,,,,,
,,,,,77462,186.0,186,,,,,,
236.8,72.74586,316.0,159.0,236.8,77500,,,0.8155973553657532,52.46248245239258,52.546173095703125,35.535823822021484,0.02,0.0005
,,,,,77793,331.0,331,,,,,,
,,,,,78000,,,0.1680012047290802,53.19804763793945,53.102848052978516,10.473978042602539,0.02,0.0005
,,,,,78030,237.0,237,,,,,,
,,,,,78273,243.0,243,,,,,,
,,,,,78556,283.0,283,,,,,,
,,,,,78568,12.0,12,,,,,,
,,,,,78840,272.0,272,,,,,,
,,,,,79000,,,0.5096450448036194,54.12482452392578,54.113380432128906,24.624046325683594,0.02,0.0005
,,,,,79083,243.0,243,,,,,,
,,,,,79329,246.0,246,,,,,,
,,,,,79591,262.0,262,,,,,,
,,,,,79828,237.0,237,,,,,,
,,,,,79950,122.0,122,,,,,,
248.5,21.910044,287.0,217.0,248.5,80000,,,0.2606097459793091,54.89520263671875,54.81850051879883,23.450363159179688,0.02,0.0005
,,,,,80148,198.0,198,,,,,,
,,,,,80382,234.0,234,,,,,,
,,,,,80565,183.0,183,,,,,,
,,,,,80777,212.0,212,,,,,,
,,,,,81000,,,0.3566891849040985,53.369991302490234,53.3578987121582,6.914524078369141,0.02,0.0005
,,,,,81005,228.0,228,,,,,,
,,,,,81198,193.0,193,,,,,,
,,,,,81484,286.0,286,,,,,,
,,,,,81878,394.0,394,,,,,,
,,,,,82000,,,0.25649237632751465,54.801300048828125,54.73652267456055,4.700870990753174,0.02,0.0005
,,,,,82172,294.0,294,,,,,,
,,,,,82458,286.0,286,,,,,,
288.2,7.467262,297.0,272.0,288.2,82500,,,0.2845364212989807,56.291603088378906,56.42266845703125,16.766258239746094,0.02,0.0005
,,,,,82695,237.0,237,,,,,,
,,,,,82946,251.0,251,,,,,,
,,,,,82973,27.0,27,,,,,,
,,,,,83000,,,0.460755318403244,55.34810256958008,55.408302307128906,12.292468070983887,0.02,0.0005
,,,,,83158,185.0,185,,,,,,
,,,,,83408,250.0,250,,,,,,
,,,,,83664,256.0,256,,,,,,
,,,,,83919,255.0,255,,,,,,
,,,,,84000,,,0.5029569864273071,55.88380813598633,56.03776550292969,11.84648323059082,0.02,0.0005
,,,,,84143,224.0,224,,,,,,
,,,,,84354,211.0,211,,,,,,
,,,,,84539,185.0,185,,,,,,
,,,,,84742,203.0,203,,,,,,
,,,,,84933,191.0,191,,,,,,
244.9,3.3000002,250.0,239.0,244.9,85000,,,2.2491238117218018,56.561981201171875,56.45518493652344,51.33780288696289,0.02,0.0005
,,,,,85163,230.0,230,,,,,,
,,,,,85275,112.0,112,,,,,,
,,,,,85389,114.0,114,,,,,,
,,,,,85667,278.0,278,,,,,,
,,,,,85808,141.0,141,,,,,,
,,,,,85989,181.0,181,,,,,,
,,,,,86000,,,0.8132463097572327,56.699317932128906,56.9371223449707,22.19073486328125,0.02,0.0005
,,,,,86141,152.0,152,,,,,,
,,,,,86273,132.0,132,,,,,,
,,,,,86387,114.0,114,,,,,,
,,,,,86531,144.0,144,,,,,,
,,,,,86720,189.0,189,,,,,,
,,,,,86820,100.0,100,,,,,,
,,,,,87000,,,0.4339942932128906,59.20732879638672,59.445045471191406,17.512554168701172,0.02,0.0005
,,,,,87158,338.0,338,,,,,,
,,,,,87389,231.0,231,,,,,,
261.2,25.035175,301.0,231.0,261.2,87500,,,11.181134223937988,58.98710632324219,58.522300720214844,51.546607971191406,0.02,0.0005
,,,,,87615,226.0,226,,,,,,
,,,,,87866,251.0,251,,,,,,
,,,,,88000,,,0.5304474234580994,55.8769645690918,55.809539794921875,7.129075050354004,0.02,0.0005
,,,,,88110,244.0,244,,,,,,
,,,,,88319,209.0,209,,,,,,
,,,,,88503,184.0,184,,,,,,
,,,,,88605,102.0,102,,,,,,
,,,,,88766,161.0,161,,,,,,
,,,,,88966,200.0,200,,,,,,
,,,,,89000,,,0.14517951011657715,58.23435974121094,58.25714111328125,3.8873472213745117,0.02,0.0005
,,,,,89133,167.0,167,,,,,,
,,,,,89338,205.0,205,,,,,,
,,,,,89476,138.0,138,,,,,,
,,,,,89675,199.0,199,,,,,,
,,,,,89852,177.0,177,,,,,,
,,,,,89952,100.0,100,,,,,,
207.1,19.01289,246.0,190.0,207.1,90000,,,0.23758141696453094,59.10481262207031,59.168766021728516,12.695980072021484,0.02,0.0005
,,,,,90218,266.0,266,,,,,,
,,,,,90520,302.0,302,,,,,,
,,,,,90750,230.0,230,,,,,,
,,,,,90953,203.0,203,,,,,,
,,,,,91000,,,0.20323261618614197,58.36542510986328,58.37941360473633,6.186958312988281,0.02,0.0005
,,,,,91181,228.0,228,,,,,,
,,,,,91384,203.0,203,,,,,,
,,,,,91624,240.0,240,,,,,,
,,,,,91808,184.0,184,,,,,,
,,,,,92000,,,0.12344200164079666,61.10393142700195,61.082908630371094,3.3115346431732178,0.02,0.0005
,,,,,92019,211.0,211,,,,,,
,,,,,92232,213.0,213,,,,,,
,,,,,92455,223.0,223,,,,,,
119.5,25.927784,159.0,97.0,119.5,92500,,,0.13690891861915588,62.08607864379883,62.201934814453125,5.4401535987854,0.02,0.0005
,,,,,92557,102.0,102,,,,,,
,,,,,92766,209.0,209,,,,,,
,,,,,92997,231.0,231,,,,,,
,,,,,93000,,,0.47192320227622986,60.846885681152344,60.724552154541016,11.367684364318848,0.02,0.0005
,,,,,93192,195.0,195,,,,,,
,,,,,93331,139.0,139,,,,,,
,,,,,93547,216.0,216,,,,,,
,,,,,93752,205.0,205,,,,,,
,,,,,93950,198.0,198,,,,,,
,,,,,94000,,,0.38821113109588623,60.27891540527344,60.40847396850586,15.103906631469727,0.02,0.0005
,,,,,94136,186.0,186,,,,,,
,,,,,94338,202.0,202,,,,,,
,,,,,94540,202.0,202,,,,,,
,,,,,94755,215.0,215,,,,,,
,,,,,94947,192.0,192,,,,,,
209.1,15.927649,240.0,192.0,209.1,95000,,,0.14653398096561432,61.54774856567383,61.48822784423828,5.338009357452393,0.02,0.0005
,,,,,95151,204.0,204,,,,,,
,,,,,95331,180.0,180,,,,,,
,,,,,95518,187.0,187,,,,,,
,,,,,95640,122.0,122,,,,,,
,,,,,95867,227.0,227,,,,,,
,,,,,96000,,,5.215155124664307,59.90830993652344,59.98926544189453,30.10465431213379,0.02,0.0005
,,,,,96073,206.0,206,,,,,,
,,,,,96287,214.0,214,,,,,,
,,,,,96525,238.0,238,,,,,,
,,,,,96745,220.0,220,,,,,,
,,,,,96996,251.0,251,,,,,,
,,,,,97000,,,0.7772958874702454,62.96059799194336,63.063446044921875,21.356428146362305,0.02,0.0005
,,,,,97190,194.0,194,,,,,,
,,,,,97441,251.0,251,,,,,,
237.0,6.4342833,250.0,229.0,237.0,97500,,,0.4777284264564514,62.424339294433594,62.572227478027344,33.40550994873047,0.02,0.0005
,,,,,97542,101.0,101,,,,,,
,,,,,97731,189.0,189,,,,,,
,,,,,97950,219.0,219,,,,,,
,,,,,98000,,,29.91864776611328,61.139991760253906,60.6936149597168,80.36905670166016,0.02,0.0005
,,,,,98152,202.0,202,,,,,,
,,,,,98387,235.0,235,,,,,,
,,,,,98611,224.0,224,,,,,,
,,,,,98814,203.0,203,,,,,,
,,,,,99000,,,1.0813339948654175,62.17485046386719,62.258209228515625,41.2620735168457,0.02,0.0005
,,,,,99050,236.0,236,,,,,,
,,,,,99276,226.0,226,,,,,,
,,,,,99461,185.0,185,,,,,,
,,,,,99635,174.0,174,,,,,,
,,,,,99876,241.0,241,,,,,,
