Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,109000,,,-320.9742431640625,-3.015390634536743,0.9669066667556763,319.7235107421875,319.7499694824219,0.0003,0.0003,0.1
,,,,,109999,4172.9243,1000,,,,,,,,
4188.9775,48.33024,4270.8657,4121.7637,1000.0,110000,,,-320.995849609375,-2.9533355236053467,1.8898283243179321,319.69207763671875,319.619140625,0.0003,0.0003,0.1
,,,,,110999,4212.928,1000,,,,,,,,
,,,,,111000,,,-328.1184997558594,-3.293318271636963,0.8774085640907288,327.0519104003906,326.9327697753906,0.0003,0.0003,0.1
,,,,,111999,4141.8066,1000,,,,,,,,
,,,,,112000,,,-324.197509765625,-3.5349793434143066,1.1940408945083618,322.7702331542969,322.699462890625,0.0003,0.0003,0.1
,,,,,112999,4245.689,1000,,,,,,,,
,,,,,113000,,,-334.2082214355469,-3.1803548336029053,0.9162077903747559,332.979248046875,332.9029235839844,0.0003,0.0003,0.1
,,,,,113999,4232.134,1000,,,,,,,,
,,,,,114000,,,-329.38580322265625,-3.359626293182373,1.137758493423462,328.3143615722656,328.40203857421875,0.0003,0.0003,0.1
,,,,,114999,4236.5845,1000,,,,,,,,
4279.207,31.307835,4361.081,4244.2163,1000.0,115000,,,-339.4232482910156,-3.4366323947906494,1.035260796546936,338.200927734375,338.4169616699219,0.0003,0.0003,0.1
,,,,,115999,4338.989,1000,,,,,,,,
,,,,,116000,,,-336.0376281738281,-4.129828453063965,1.383334994316101,334.52734375,334.6734924316406,0.0003,0.0003,0.1
,,,,,116999,4168.8223,1000,,,,,,,,
,,,,,117000,,,-340.28179931640625,-3.601872682571411,1.3348450660705566,339.2489318847656,339.1016845703125,0.0003,0.0003,0.1
,,,,,117999,4335.489,1000,,,,,,,,
,,,,,118000,,,-341.05322265625,-3.737168073654175,1.062500238418579,339.62481689453125,339.6575012207031,0.0003,0.0003,0.1
,,,,,118999,4343.3438,1000,,,,,,,,
,,,,,119000,,,-339.31573486328125,-3.511218547821045,1.0497492551803589,337.953857421875,338.0738220214844,0.0003,0.0003,0.1
,,,,,119999,4266.2007,1000,,,,,,,,
4317.007,51.983063,4383.2705,4195.764,1000.0,120000,,,-343.8111572265625,-3.588172674179077,1.185056209564209,342.41729736328125,342.45654296875,0.0003,0.0003,0.1
,,,,,120999,4341.8438,1000,,,,,,,,
,,,,,121000,,,-343.9503173828125,-3.2066283226013184,1.2320556640625,342.699951171875,342.67724609375,0.0003,0.0003,0.1
,,,,,121999,4282.4336,1000,,,,,,,,
,,,,,122000,,,-349.1924133300781,-3.827972888946533,0.9562059640884399,348.0912170410156,348.0186767578125,0.0003,0.0003,0.1
,,,,,122999,4340.3545,1000,,,,,,,,
,,,,,123000,,,-355.0185852050781,-3.1549408435821533,0.8365693092346191,354.1009216308594,353.99560546875,0.0003,0.0003,0.1
,,,,,123999,4451.809,1000,,,,,,,,
,,,,,124000,,,-353.01580810546875,-3.8709402084350586,1.0956624746322632,351.80755615234375,351.70770263671875,0.0003,0.0003,0.1
,,,,,124999,4448.357,1000,,,,,,,,
4447.919,49.02959,4513.43,4344.7617,1000.0,125000,,,-350.4976806640625,-3.7755813598632812,1.2670668363571167,349.3795166015625,349.3421936035156,0.0003,0.0003,0.1
,,,,,125999,4324.2046,1000,,,,,,,,
,,,,,126000,,,-352.8958435058594,-3.7795984745025635,1.3470780849456787,351.5904235839844,351.5776062011719,0.0003,0.0003,0.1
,,,,,126999,4414.826,1000,,,,,,,,
,,,,,127000,,,-358.06500244140625,-3.457170009613037,1.0031358003616333,356.73541259765625,356.59375,0.0003,0.0003,0.1
,,,,,127999,4392.531,1000,,,,,,,,
,,,,,128000,,,-353.77642822265625,-3.7035465240478516,1.3176078796386719,352.4284362792969,352.421142578125,0.0003,0.0003,0.1
,,,,,128999,4444.5986,1000,,,,,,,,
,,,,,129000,,,-357.29254150390625,-3.7884159088134766,1.2165753841400146,355.83978271484375,355.87054443359375,0.0003,0.0003,0.1
,,,,,129999,4544.51,1000,,,,,,,,
4523.6772,56.255615,4598.7437,4374.8325,1000.0,130000,,,-371.6252746582031,-3.2308173179626465,1.0653928518295288,370.5148620605469,370.4935302734375,0.0003,0.0003,0.1
,,,,,130999,4447.607,1000,,,,,,,,
,,,,,131000,,,-371.7916564941406,-3.690974712371826,1.4258215427398682,370.7325439453125,370.80242919921875,0.0003,0.0003,0.1
,,,,,131999,4484.7,1000,,,,,,,,
,,,,,132000,,,-370.26666259765625,-3.536957263946533,1.1978609561920166,368.93157958984375,369.0950927734375,0.0003,0.0003,0.1
,,,,,132999,4501.7056,1000,,,,,,,,
,,,,,133000,,,-366.87237548828125,-3.304029941558838,1.2066832780838013,365.83038330078125,365.71966552734375,0.0003,0.0003,0.1
,,,,,133999,4512.5513,1000,,,,,,,,
,,,,,134000,,,-363.8612976074219,-3.827880859375,1.1658473014831543,362.6184387207031,362.5367431640625,0.0003,0.0003,0.1
,,,,,134999,4600.2646,1000,,,,,,,,
4548.6494,27.860332,4586.3916,4495.096,1000.0,135000,,,-373.7702331542969,-3.8427600860595703,1.2668626308441162,372.4085998535156,372.51678466796875,0.0003,0.0003,0.1
,,,,,135999,4523.1157,1000,,,,,,,,
,,,,,136000,,,-374.916748046875,-3.937379837036133,1.5605413913726807,373.8186950683594,373.7358703613281,0.0003,0.0003,0.1
,,,,,136999,4547.741,1000,,,,,,,,
,,,,,137000,,,-379.9099426269531,-3.8539109230041504,1.2776803970336914,378.6725769042969,378.78594970703125,0.0003,0.0003,0.1
,,,,,137999,4437.9717,1000,,,,,,,,
,,,,,138000,,,-380.1529235839844,-3.785216808319092,1.1296509504318237,379.09283447265625,379.0745849609375,0.0003,0.0003,0.1
,,,,,138999,4427.2783,1000,,,,,,,,
,,,,,139000,,,-380.7316589355469,-3.661123275756836,1.016987919807434,379.57757568359375,379.730712890625,0.0003,0.0003,0.1
,,,,,139999,4513.566,1000,,,,,,,,
4590.9526,56.62717,4668.156,4472.664,1000.0,140000,,,-386.2295837402344,-3.7521779537200928,0.8639513254165649,385.0042419433594,385.0650329589844,0.0003,0.0003,0.1
,,,,,140999,4633.465,1000,,,,,,,,
,,,,,141000,,,-381.92431640625,-3.6935741901397705,1.2454919815063477,380.82159423828125,380.74822998046875,0.0003,0.0003,0.1
,,,,,141999,4614.8364,1000,,,,,,,,
