Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,alpha,alpha_loss,actor_lr,critic_lr,temperature
,,,,,3731,8.0,8,,,,,,,,,,
,,,,,3737,6.0,6,,,,,,,,,,
,,,,,3761,24.0,24,,,,,,,,,,
,,,,,3779,18.0,18,,,,,,,,,,
,,,,,3784,5.0,5,,,,,,,,,,
,,,,,3800,16.0,16,,,,,,,,,,
,,,,,3816,16.0,16,,,,,,,,,,
,,,,,3819,3.0,3,,,,,,,,,,
,,,,,3825,6.0,6,,,,,,,,,,
,,,,,3830,5.0,5,,,,,,,,,,
,,,,,3834,4.0,4,,,,,,,,,,
,,,,,3838,4.0,4,,,,,,,,,,
,,,,,3844,6.0,6,,,,,,,,,,
,,,,,3849,5.0,5,,,,,,,,,,
,,,,,3852,3.0,3,,,,,,,,,,
,,,,,3875,23.0,23,,,,,,,,,,
,,,,,3879,4.0,4,,,,,,,,,,
,,,,,3885,6.0,6,,,,,,,,,,
,,,,,3890,5.0,5,,,,,,,,,,
,,,,,3894,4.0,4,,,,,,,,,,
,,,,,3909,15.0,15,,,,,,,,,,
,,,,,3914,5.0,5,,,,,,,,,,
,,,,,3917,3.0,3,,,,,,,,,,
,,,,,3922,5.0,5,,,,,,,,,,
,,,,,3931,9.0,9,,,,,,,,,,
,,,,,3939,8.0,8,,,,,,,,,,
,,,,,3949,10.0,10,,,,,,,,,,
,,,,,3960,11.0,11,,,,,,,,,,
,,,,,3963,3.0,3,,,,,,,,,,
,,,,,3968,5.0,5,,,,,,,,,,
,,,,,3973,5.0,5,,,,,,,,,,
,,,,,3982,9.0,9,,,,,,,,,,
,,,,,3988,6.0,6,,,,,,,,,,
,,,,,3998,10.0,10,,,,,,,,,,
,,,,,4005,7.0,7,,,,,,,,,,
,,,,,4022,17.0,17,,,,,,,,,,
,,,,,4028,6.0,6,,,,,,,,,,
,,,,,4036,8.0,8,,,,,,,,,,
,,,,,4039,3.0,3,,,,,,,,,,
,,,,,4055,16.0,16,,,,,,,,,,
,,,,,4066,11.0,11,,,,,,,,,,
,,,,,4072,6.0,6,,,,,,,,,,
,,,,,4087,15.0,15,,,,,,,,,,
,,,,,4093,6.0,6,,,,,,,,,,
,,,,,4110,17.0,17,,,,,,,,,,
,,,,,4115,5.0,5,,,,,,,,,,
,,,,,4127,12.0,12,,,,,,,,,,
,,,,,4138,11.0,11,,,,,,,,,,
,,,,,4141,3.0,3,,,,,,,,,,
,,,,,4146,5.0,5,,,,,,,,,,
,,,,,4155,9.0,9,,,,,,,,,,
,,,,,4164,9.0,9,,,,,,,,,,
,,,,,4169,5.0,5,,,,,,,,,,
,,,,,4175,6.0,6,,,,,,,,,,
,,,,,4178,3.0,3,,,,,,,,,,
,,,,,4181,3.0,3,,,,,,,,,,
,,,,,4200,19.0,19,,,,,,,,,,
,,,,,4206,6.0,6,,,,,,,,,,
,,,,,4210,4.0,4,,,,,,,,,,
,,,,,4218,8.0,8,,,,,,,,,,
,,,,,4221,3.0,3,,,,,,,,,,
,,,,,4226,5.0,5,,,,,,,,,,
,,,,,4237,11.0,11,,,,,,,,,,
,,,,,4244,7.0,7,,,,,,,,,,
,,,,,4252,8.0,8,,,,,,,,,,
,,,,,4261,9.0,9,,,,,,,,,,
,,,,,4274,13.0,13,,,,,,,,,,
,,,,,4278,4.0,4,,,,,,,,,,
,,,,,4281,3.0,3,,,,,,,,,,
,,,,,4287,6.0,6,,,,,,,,,,
,,,,,4301,14.0,14,,,,,,,,,,
,,,,,4309,8.0,8,,,,,,,,,,
,,,,,4317,8.0,8,,,,,,,,,,
,,,,,4322,5.0,5,,,,,,,,,,
,,,,,4328,6.0,6,,,,,,,,,,
,,,,,4332,4.0,4,,,,,,,,,,
,,,,,4342,10.0,10,,,,,,,,,,
,,,,,4346,4.0,4,,,,,,,,,,
,,,,,4350,4.0,4,,,,,,,,,,
,,,,,4354,4.0,4,,,,,,,,,,
,,,,,4357,3.0,3,,,,,,,,,,
,,,,,4360,3.0,3,,,,,,,,,,
,,,,,4364,4.0,4,,,,,,,,,,
,,,,,4368,4.0,4,,,,,,,,,,
,,,,,4372,4.0,4,,,,,,,,,,
,,,,,4381,9.0,9,,,,,,,,,,
,,,,,4388,7.0,7,,,,,,,,,,
,,,,,4392,4.0,4,,,,,,,,,,
,,,,,4400,8.0,8,,,,,,,,,,
,,,,,4404,4.0,4,,,,,,,,,,
,,,,,4409,5.0,5,,,,,,,,,,
,,,,,4413,4.0,4,,,,,,,,,,
,,,,,4424,11.0,11,,,,,,,,,,
,,,,,4429,5.0,5,,,,,,,,,,
,,,,,4436,7.0,7,,,,,,,,,,
,,,,,4442,6.0,6,,,,,,,,,,
,,,,,4445,3.0,3,,,,,,,,,,
,,,,,4448,3.0,3,,,,,,,,,,
,,,,,4454,6.0,6,,,,,,,,,,
,,,,,4460,6.0,6,,,,,,,,,,
,,,,,4465,5.0,5,,,,,,,,,,
,,,,,4469,4.0,4,,,,,,,,,,
,,,,,4473,4.0,4,,,,,,,,,,
,,,,,4482,9.0,9,,,,,,,,,,
,,,,,4488,6.0,6,,,,,,,,,,
,,,,,4495,7.0,7,,,,,,,,,,
,,,,,4515,20.0,20,,,,,,,,,,
,,,,,4518,3.0,3,,,,,,,,,,
,,,,,4523,5.0,5,,,,,,,,,,
,,,,,4531,8.0,8,,,,,,,,,,
,,,,,4534,3.0,3,,,,,,,,,,
,,,,,4538,4.0,4,,,,,,,,,,
,,,,,4542,4.0,4,,,,,,,,,,
,,,,,4547,5.0,5,,,,,,,,,,
,,,,,4557,10.0,10,,,,,,,,,,
,,,,,4562,5.0,5,,,,,,,,,,
,,,,,4566,4.0,4,,,,,,,,,,
,,,,,4579,13.0,13,,,,,,,,,,
,,,,,4585,6.0,6,,,,,,,,,,
,,,,,4593,8.0,8,,,,,,,,,,
,,,,,4597,4.0,4,,,,,,,,,,
,,,,,4602,5.0,5,,,,,,,,,,
,,,,,4607,5.0,5,,,,,,,,,,
,,,,,4612,5.0,5,,,,,,,,,,
,,,,,4616,4.0,4,,,,,,,,,,
,,,,,4622,6.0,6,,,,,,,,,,
,,,,,4626,4.0,4,,,,,,,,,,
,,,,,4634,8.0,8,,,,,,,,,,
,,,,,4640,6.0,6,,,,,,,,,,
,,,,,4645,5.0,5,,,,,,,,,,
,,,,,4650,5.0,5,,,,,,,,,,
,,,,,4659,9.0,9,,,,,,,,,,
,,,,,4664,5.0,5,,,,,,,,,,
,,,,,4673,9.0,9,,,,,,,,,,
,,,,,4678,5.0,5,,,,,,,,,,
,,,,,4682,4.0,4,,,,,,,,,,
,,,,,4686,4.0,4,,,,,,,,,,
,,,,,4698,12.0,12,,,,,,,,,,
,,,,,4707,9.0,9,,,,,,,,,,
,,,,,4712,5.0,5,,,,,,,,,,
,,,,,4723,11.0,11,,,,,,,,,,
,,,,,4727,4.0,4,,,,,,,,,,
,,,,,4732,5.0,5,,,,,,,,,,
,,,,,4740,8.0,8,,,,,,,,,,
,,,,,4747,7.0,7,,,,,,,,,,
,,,,,4754,7.0,7,,,,,,,,,,
,,,,,4758,4.0,4,,,,,,,,,,
,,,,,4781,23.0,23,,,,,,,,,,
,,,,,4784,3.0,3,,,,,,,,,,
,,,,,4794,10.0,10,,,,,,,,,,
,,,,,4799,5.0,5,,,,,,,,,,
,,,,,4809,10.0,10,,,,,,,,,,
,,,,,4814,5.0,5,,,,,,,,,,
,,,,,4820,6.0,6,,,,,,,,,,
,,,,,4832,12.0,12,,,,,,,,,,
,,,,,4841,9.0,9,,,,,,,,,,
,,,,,4853,12.0,12,,,,,,,,,,
,,,,,4858,5.0,5,,,,,,,,,,
,,,,,4864,6.0,6,,,,,,,,,,
,,,,,4870,6.0,6,,,,,,,,,,
,,,,,4880,10.0,10,,,,,,,,,,
,,,,,4886,6.0,6,,,,,,,,,,
,,,,,4893,7.0,7,,,,,,,,,,
,,,,,4898,5.0,5,,,,,,,,,,
,,,,,4907,9.0,9,,,,,,,,,,
,,,,,4911,4.0,4,,,,,,,,,,
,,,,,4918,7.0,7,,,,,,,,,,
,,,,,4924,6.0,6,,,,,,,,,,
,,,,,4927,3.0,3,,,,,,,,,,
,,,,,4931,4.0,4,,,,,,,,,,
,,,,,4936,5.0,5,,,,,,,,,,
,,,,,4939,3.0,3,,,,,,,,,,
,,,,,4946,7.0,7,,,,,,,,,,
,,,,,4951,5.0,5,,,,,,,,,,
,,,,,4954,3.0,3,,,,,,,,,,
,,,,,4965,11.0,11,,,,,,,,,,
,,,,,4979,14.0,14,,,,,,,,,,
,,,,,4988,9.0,9,,,,,,,,,,
,,,,,4992,4.0,4,,,,,,,,,,
,,,,,4996,4.0,4,,,,,,,,,,
,,,,,4999,3.0,3,,,,,,,,,,
7.4,4.8207884,18.0,3.0,7.4,5000,,,-0.1412893533706665,0.6430898904800415,1.0687729120254517,0.061339590698480606,1.0931553840637207,0.09999999403953552,0.16430898010730743,0.0003,0.0003,0.09999001026153564
,,,,,5005,6.0,6,,,,,,,,,,
,,,,,5013,8.0,8,,,,,,,,,,
,,,,,5022,9.0,9,,,,,,,,,,
,,,,,5027,5.0,5,,,,,,,,,,
,,,,,5030,3.0,3,,,,,,,,,,
,,,,,5033,3.0,3,,,,,,,,,,
,,,,,5037,4.0,4,,,,,,,,,,
,,,,,5041,4.0,4,,,,,,,,,,
,,,,,5047,6.0,6,,,,,,,,,,
,,,,,5051,4.0,4,,,,,,,,,,
,,,,,5054,3.0,3,,,,,,,,,,
,,,,,5057,3.0,3,,,,,,,,,,
,,,,,5061,4.0,4,,,,,,,,,,
,,,,,5065,4.0,4,,,,,,,,,,
,,,,,5069,4.0,4,,,,,,,,,,
,,,,,5075,6.0,6,,,,,,,,,,
,,,,,5080,5.0,5,,,,,,,,,,
,,,,,5101,21.0,21,,,,,,,,,,
,,,,,5105,4.0,4,,,,,,,,,,
,,,,,5108,3.0,3,,,,,,,,,,
,,,,,5112,4.0,4,,,,,,,,,,
,,,,,5116,4.0,4,,,,,,,,,,
,,,,,5119,3.0,3,,,,,,,,,,
,,,,,5123,4.0,4,,,,,,,,,,
,,,,,5131,8.0,8,,,,,,,,,,
,,,,,5134,3.0,3,,,,,,,,,,
,,,,,5138,4.0,4,,,,,,,,,,
,,,,,5143,5.0,5,,,,,,,,,,
,,,,,5152,9.0,9,,,,,,,,,,
,,,,,5156,4.0,4,,,,,,,,,,
,,,,,5162,6.0,6,,,,,,,,,,
,,,,,5166,4.0,4,,,,,,,,,,
,,,,,5176,10.0,10,,,,,,,,,,
,,,,,5183,7.0,7,,,,,,,,,,
,,,,,5192,9.0,9,,,,,,,,,,
,,,,,5198,6.0,6,,,,,,,,,,
,,,,,5204,6.0,6,,,,,,,,,,
,,,,,5215,11.0,11,,,,,,,,,,
,,,,,5227,12.0,12,,,,,,,,,,
,,,,,5232,5.0,5,,,,,,,,,,
,,,,,5235,3.0,3,,,,,,,,,,
,,,,,5243,8.0,8,,,,,,,,,,
,,,,,5252,9.0,9,,,,,,,,,,
,,,,,5256,4.0,4,,,,,,,,,,
,,,,,5276,20.0,20,,,,,,,,,,
,,,,,5291,15.0,15,,,,,,,,,,
,,,,,5302,11.0,11,,,,,,,,,,
,,,,,5307,5.0,5,,,,,,,,,,
,,,,,5312,5.0,5,,,,,,,,,,
,,,,,5319,7.0,7,,,,,,,,,,
,,,,,5328,9.0,9,,,,,,,,,,
,,,,,5337,9.0,9,,,,,,,,,,
,,,,,5341,4.0,4,,,,,,,,,,
,,,,,5349,8.0,8,,,,,,,,,,
,,,,,5352,3.0,3,,,,,,,,,,
,,,,,5382,30.0,30,,,,,,,,,,
,,,,,5396,14.0,14,,,,,,,,,,
,,,,,5401,5.0,5,,,,,,,,,,
,,,,,5406,5.0,5,,,,,,,,,,
,,,,,5424,18.0,18,,,,,,,,,,
,,,,,5439,15.0,15,,,,,,,,,,
,,,,,5466,27.0,27,,,,,,,,,,
,,,,,5481,15.0,15,,,,,,,,,,
,,,,,5490,9.0,9,,,,,,,,,,
,,,,,5507,17.0,17,,,,,,,,,,
,,,,,5557,50.0,50,,,,,,,,,,
,,,,,5576,19.0,19,,,,,,,,,,
,,,,,5596,20.0,20,,,,,,,,,,
,,,,,5613,17.0,17,,,,,,,,,,
,,,,,5631,18.0,18,,,,,,,,,,
,,,,,5651,20.0,20,,,,,,,,,,
,,,,,5674,23.0,23,,,,,,,,,,
,,,,,5720,46.0,46,,,,,,,,,,
,,,,,5753,33.0,33,,,,,,,,,,
,,,,,5779,26.0,26,,,,,,,,,,
,,,,,5806,27.0,27,,,,,,,,,,
,,,,,5839,33.0,33,,,,,,,,,,
,,,,,5890,51.0,51,,,,,,,,,,
,,,,,5919,29.0,29,,,,,,,,,,
,,,,,5993,74.0,74,,,,,,,,,,
,,,,,6000,,,-4.794389724731445,-0.7093067765235901,0.6145544648170471,4.193584442138672,4.3155927658081055,0.09291663020849228,0.02701023779809475,0.0003,0.0003,0.09291304647922516
,,,,,6050,57.0,57,,,,,,,,,,
,,,,,6108,58.0,58,,,,,,,,,,
,,,,,6144,36.0,36,,,,,,,,,,
,,,,,6178,34.0,34,,,,,,,,,,
,,,,,6235,57.0,57,,,,,,,,,,
,,,,,6286,51.0,51,,,,,,,,,,
,,,,,6355,69.0,69,,,,,,,,,,
,,,,,6416,61.0,61,,,,,,,,,,
,,,,,6455,39.0,39,,,,,,,,,,
,,,,,6524,69.0,69,,,,,,,,,,
,,,,,6569,45.0,45,,,,,,,,,,
,,,,,6644,75.0,75,,,,,,,,,,
,,,,,6712,68.0,68,,,,,,,,,,
,,,,,6765,53.0,53,,,,,,,,,,
,,,,,6857,92.0,92,,,,,,,,,,
,,,,,6906,49.0,49,,,,,,,,,,
,,,,,6956,50.0,50,,,,,,,,,,
,,,,,7000,,,-9.841422080993652,-0.8912468552589417,1.5485541820526123,8.578230857849121,8.450310707092285,0.09038316458463669,0.009829460643231869,0.0003,0.0003,0.09038195759057999
,,,,,7087,131.0,131,,,,,,,,,,
,,,,,7165,78.0,78,,,,,,,,,,
,,,,,7215,50.0,50,,,,,,,,,,
,,,,,7304,89.0,89,,,,,,,,,,
,,,,,7385,81.0,81,,,,,,,,,,
,,,,,7474,89.0,89,,,,,,,,,,
,,,,,7559,85.0,85,,,,,,,,,,
,,,,,7641,82.0,82,,,,,,,,,,
,,,,,7720,79.0,79,,,,,,,,,,
,,,,,7854,134.0,134,,,,,,,,,,
,,,,,7959,105.0,105,,,,,,,,,,
,,,,,8000,,,-14.458207130432129,-1.1163735389709473,3.6822597980499268,12.70674991607666,12.318416595458984,0.08885741978883743,-0.01034066267311573,0.0003,0.0003,0.08885417878627777
,,,,,8074,115.0,115,,,,,,,,,,
,,,,,8150,76.0,76,,,,,,,,,,
,,,,,8235,85.0,85,,,,,,,,,,
,,,,,8299,64.0,64,,,,,,,,,,
,,,,,8398,99.0,99,,,,,,,,,,
,,,,,8493,95.0,95,,,,,,,,,,
,,,,,8580,87.0,87,,,,,,,,,,
,,,,,8659,79.0,79,,,,,,,,,,
,,,,,8734,75.0,75,,,,,,,,,,
,,,,,8863,129.0,129,,,,,,,,,,
,,,,,8934,71.0,71,,,,,,,,,,
,,,,,9000,,,-19.421581268310547,-0.676891028881073,2.469630002975464,17.313404083251953,17.29904556274414,0.08354003727436066,0.02699253335595131,0.0003,0.0003,0.08353272825479507
,,,,,9002,68.0,68,,,,,,,,,,
,,,,,9064,62.0,62,,,,,,,,,,
,,,,,9132,68.0,68,,,,,,,,,,
,,,,,9201,69.0,69,,,,,,,,,,
,,,,,9266,65.0,65,,,,,,,,,,
,,,,,9332,66.0,66,,,,,,,,,,
,,,,,9393,61.0,61,,,,,,,,,,
,,,,,9462,69.0,69,,,,,,,,,,
,,,,,9517,55.0,55,,,,,,,,,,
,,,,,9577,60.0,60,,,,,,,,,,
,,,,,9641,64.0,64,,,,,,,,,,
,,,,,9697,56.0,56,,,,,,,,,,
,,,,,9758,61.0,61,,,,,,,,,,
,,,,,9829,71.0,71,,,,,,,,,,
,,,,,9892,63.0,63,,,,,,,,,,
,,,,,9954,62.0,62,,,,,,,,,,
60.3,4.4508424,72.0,55.0,60.3,10000,,,-23.331974029541016,-1.0465797185897827,4.196684837341309,20.9453182220459,21.123882293701172,0.07702190428972244,-0.003587657818570733,0.0003,0.0003,0.07701854407787323
,,,,,10013,59.0,59,,,,,,,,,,
,,,,,10073,60.0,60,,,,,,,,,,
,,,,,10135,62.0,62,,,,,,,,,,
,,,,,10198,63.0,63,,,,,,,,,,
,,,,,10260,62.0,62,,,,,,,,,,
,,,,,10316,56.0,56,,,,,,,,,,
,,,,,10373,57.0,57,,,,,,,,,,
,,,,,10423,50.0,50,,,,,,,,,,
,,,,,10479,56.0,56,,,,,,,,,,
,,,,,10539,60.0,60,,,,,,,,,,
,,,,,10593,54.0,54,,,,,,,,,,
,,,,,10654,61.0,61,,,,,,,,,,
,,,,,10712,58.0,58,,,,,,,,,,
,,,,,10773,61.0,61,,,,,,,,,,
,,,,,10830,57.0,57,,,,,,,,,,
,,,,,10890,60.0,60,,,,,,,,,,
,,,,,10949,59.0,59,,,,,,,,,,
,,,,,11000,,,-26.072628021240234,-0.9218744039535522,9.006426811218262,23.4537353515625,23.490039825439453,0.07074465602636337,0.005526966881006956,0.0003,0.0003,0.0707385465502739
,,,,,11023,74.0,74,,,,,,,,,,
,,,,,11091,68.0,68,,,,,,,,,,
,,,,,11160,69.0,69,,,,,,,,,,
,,,,,11225,65.0,65,,,,,,,,,,
,,,,,11290,65.0,65,,,,,,,,,,
,,,,,11348,58.0,58,,,,,,,,,,
,,,,,11414,66.0,66,,,,,,,,,,
,,,,,11476,62.0,62,,,,,,,,,,
,,,,,11534,58.0,58,,,,,,,,,,
,,,,,11606,72.0,72,,,,,,,,,,
,,,,,11679,73.0,73,,,,,,,,,,
,,,,,11752,73.0,73,,,,,,,,,,
,,,,,11819,67.0,67,,,,,,,,,,
,,,,,11955,136.0,136,,,,,,,,,,
,,,,,12000,,,-31.216472625732422,-0.65877765417099,6.576812744140625,28.84256362915039,29.175256729125977,0.06484517455101013,0.02212662249803543,0.0003,0.0003,0.06483917683362961
,,,,,12060,105.0,105,,,,,,,,,,
,,,,,12124,64.0,64,,,,,,,,,,
,,,,,12201,77.0,77,,,,,,,,,,
,,,,,12269,68.0,68,,,,,,,,,,
,,,,,12348,79.0,79,,,,,,,,,,
,,,,,12426,78.0,78,,,,,,,,,,
,,,,,12521,95.0,95,,,,,,,,,,
,,,,,12622,101.0,101,,,,,,,,,,
,,,,,12708,86.0,86,,,,,,,,,,
,,,,,12772,64.0,64,,,,,,,,,,
,,,,,12851,79.0,79,,,,,,,,,,
,,,,,12924,73.0,73,,,,,,,,,,
,,,,,12983,59.0,59,,,,,,,,,,
,,,,,13000,,,-34.375030517578125,-0.6404241919517517,7.184810161590576,32.687129974365234,33.03498840332031,0.06000664830207825,0.02157694101333618,0.0003,0.0003,0.0600011833012104
,,,,,13046,63.0,63,,,,,,,,,,
,,,,,13123,77.0,77,,,,,,,,,,
,,,,,13179,56.0,56,,,,,,,,,,
,,,,,13235,56.0,56,,,,,,,,,,
,,,,,13289,54.0,54,,,,,,,,,,
,,,,,13346,57.0,57,,,,,,,,,,
,,,,,13400,54.0,54,,,,,,,,,,
,,,,,13449,49.0,49,,,,,,,,,,
,,,,,13499,50.0,50,,,,,,,,,,
,,,,,13555,56.0,56,,,,,,,,,,
,,,,,13607,52.0,52,,,,,,,,,,
,,,,,13667,60.0,60,,,,,,,,,,
,,,,,13719,52.0,52,,,,,,,,,,
,,,,,13770,51.0,51,,,,,,,,,,
,,,,,13821,51.0,51,,,,,,,,,,
,,,,,13873,52.0,52,,,,,,,,,,
,,,,,13924,51.0,51,,,,,,,,,,
,,,,,13976,52.0,52,,,,,,,,,,
,,,,,14000,,,-37.124149322509766,-0.9194711446762085,9.349716186523438,35.34892654418945,35.06542205810547,0.056715577840805054,0.004567243158817291,0.0003,0.0003,0.056712616235017776
,,,,,14026,50.0,50,,,,,,,,,,
,,,,,14081,55.0,55,,,,,,,,,,
,,,,,14133,52.0,52,,,,,,,,,,
,,,,,14181,48.0,48,,,,,,,,,,
,,,,,14234,53.0,53,,,,,,,,,,
,,,,,14281,47.0,47,,,,,,,,,,
,,,,,14333,52.0,52,,,,,,,,,,
,,,,,14385,52.0,52,,,,,,,,,,
,,,,,14435,50.0,50,,,,,,,,,,
,,,,,14485,50.0,50,,,,,,,,,,
,,,,,14538,53.0,53,,,,,,,,,,
,,,,,14592,54.0,54,,,,,,,,,,
,,,,,14640,48.0,48,,,,,,,,,,
,,,,,14690,50.0,50,,,,,,,,,,
,,,,,14743,53.0,53,,,,,,,,,,
,,,,,14793,50.0,50,,,,,,,,,,
,,,,,14841,48.0,48,,,,,,,,,,
,,,,,14890,49.0,49,,,,,,,,,,
,,,,,14938,48.0,48,,,,,,,,,,
,,,,,14987,49.0,49,,,,,,,,,,
51.8,1.5362291,55.0,50.0,51.8,15000,,,-40.51676940917969,-0.7178955674171448,1.2288073301315308,39.374942779541016,39.46281433105469,0.054168958216905594,0.015281306579709053,0.0003,0.0003,0.05416526272892952
,,,,,15036,49.0,49,,,,,,,,,,
,,,,,15088,52.0,52,,,,,,,,,,
,,,,,15140,52.0,52,,,,,,,,,,
,,,,,15192,52.0,52,,,,,,,,,,
,,,,,15243,51.0,51,,,,,,,,,,
,,,,,15294,51.0,51,,,,,,,,,,
,,,,,15343,49.0,49,,,,,,,,,,
,,,,,15394,51.0,51,,,,,,,,,,
,,,,,15442,48.0,48,,,,,,,,,,
,,,,,15492,50.0,50,,,,,,,,,,
,,,,,15541,49.0,49,,,,,,,,,,
,,,,,15591,50.0,50,,,,,,,,,,
,,,,,15644,53.0,53,,,,,,,,,,
,,,,,15695,51.0,51,,,,,,,,,,
,,,,,15746,51.0,51,,,,,,,,,,
,,,,,15798,52.0,52,,,,,,,,,,
,,,,,15850,52.0,52,,,,,,,,,,
,,,,,15902,52.0,52,,,,,,,,,,
,,,,,15952,50.0,50,,,,,,,,,,
,,,,,16000,,,-41.41909408569336,-1.2247998714447021,22.423717498779297,38.935935974121094,38.50340270996094,0.051995303481817245,-0.0116885369643569,0.0003,0.0003,0.051993221044540405
,,,,,16003,51.0,51,,,,,,,,,,
,,,,,16055,52.0,52,,,,,,,,,,
,,,,,16108,53.0,53,,,,,,,,,,
,,,,,16159,51.0,51,,,,,,,,,,
,,,,,16208,49.0,49,,,,,,,,,,
,,,,,16265,57.0,57,,,,,,,,,,
,,,,,16315,50.0,50,,,,,,,,,,
,,,,,16369,54.0,54,,,,,,,,,,
,,,,,16422,53.0,53,,,,,,,,,,
,,,,,16476,54.0,54,,,,,,,,,,
,,,,,16533,57.0,57,,,,,,,,,,
,,,,,16591,58.0,58,,,,,,,,,,
,,,,,16647,56.0,56,,,,,,,,,,
,,,,,16699,52.0,52,,,,,,,,,,
,,,,,16755,56.0,56,,,,,,,,,,
,,,,,16811,56.0,56,,,,,,,,,,
,,,,,16868,57.0,57,,,,,,,,,,
,,,,,16928,60.0,60,,,,,,,,,,
,,,,,16989,61.0,61,,,,,,,,,,
,,,,,17000,,,-44.474334716796875,-0.8410952091217041,8.531964302062988,41.90233612060547,41.739383697509766,0.05070696026086807,0.008057580329477787,0.0003,0.0003,0.05070526897907257
,,,,,17045,56.0,56,,,,,,,,,,
,,,,,17105,60.0,60,,,,,,,,,,
,,,,,17160,55.0,55,,,,,,,,,,
,,,,,17213,53.0,53,,,,,,,,,,
,,,,,17265,52.0,52,,,,,,,,,,
,,,,,17318,53.0,53,,,,,,,,,,
,,,,,17371,53.0,53,,,,,,,,,,
,,,,,17427,56.0,56,,,,,,,,,,
,,,,,17482,55.0,55,,,,,,,,,,
,,,,,17536,54.0,54,,,,,,,,,,
,,,,,17594,58.0,58,,,,,,,,,,
,,,,,17654,60.0,60,,,,,,,,,,
,,,,,17711,57.0,57,,,,,,,,,,
,,,,,17767,56.0,56,,,,,,,,,,
,,,,,17823,56.0,56,,,,,,,,,,
,,,,,17879,56.0,56,,,,,,,,,,
,,,,,17939,60.0,60,,,,,,,,,,
,,,,,17995,56.0,56,,,,,,,,,,
,,,,,18000,,,-45.89425277709961,-1.1071782112121582,15.233406066894531,42.28607940673828,42.247920989990234,0.049315519630908966,-0.005285545717924833,0.0003,0.0003,0.049316905438899994
,,,,,18049,54.0,54,,,,,,,,,,
,,,,,18105,56.0,56,,,,,,,,,,
,,,,,18164,59.0,59,,,,,,,,,,
,,,,,18222,58.0,58,,,,,,,,,,
,,,,,18276,54.0,54,,,,,,,,,,
,,,,,18333,57.0,57,,,,,,,,,,
,,,,,18388,55.0,55,,,,,,,,,,
,,,,,18447,59.0,59,,,,,,,,,,
,,,,,18501,54.0,54,,,,,,,,,,
,,,,,18559,58.0,58,,,,,,,,,,
,,,,,18616,57.0,57,,,,,,,,,,
,,,,,18670,54.0,54,,,,,,,,,,
,,,,,18728,58.0,58,,,,,,,,,,
,,,,,18784,56.0,56,,,,,,,,,,
,,,,,18842,58.0,58,,,,,,,,,,
,,,,,18900,58.0,58,,,,,,,,,,
,,,,,18962,62.0,62,,,,,,,,,,
,,,,,19000,,,-48.16759490966797,-1.201967716217041,20.452131271362305,45.3879508972168,44.80997085571289,0.05141938477754593,-0.010385056957602501,0.0003,0.0003,0.05142249912023544
,,,,,19018,56.0,56,,,,,,,,,,
,,,,,19076,58.0,58,,,,,,,,,,
,,,,,19134,58.0,58,,,,,,,,,,
,,,,,19193,59.0,59,,,,,,,,,,
,,,,,19252,59.0,59,,,,,,,,,,
,,,,,19307,55.0,55,,,,,,,,,,
,,,,,19364,57.0,57,,,,,,,,,,
,,,,,19418,54.0,54,,,,,,,,,,
,,,,,19473,55.0,55,,,,,,,,,,
,,,,,19528,55.0,55,,,,,,,,,,
,,,,,19581,53.0,53,,,,,,,,,,
,,,,,19636,55.0,55,,,,,,,,,,
,,,,,19692,56.0,56,,,,,,,,,,
,,,,,19747,55.0,55,,,,,,,,,,
,,,,,19803,56.0,56,,,,,,,,,,
,,,,,19859,56.0,56,,,,,,,,,,
,,,,,19915,56.0,56,,,,,,,,,,
,,,,,19970,55.0,55,,,,,,,,,,
57.0,1.6124516,59.0,54.0,57.0,20000,,,-50.71790313720703,-1.0343409776687622,5.690453052520752,49.2535400390625,49.46023178100586,0.05526992306113243,-0.0018980250461027026,0.0003,0.0003,0.0552738755941391
,,,,,20029,59.0,59,,,,,,,,,,
,,,,,20083,54.0,54,,,,,,,,,,
,,,,,20139,56.0,56,,,,,,,,,,
,,,,,20192,53.0,53,,,,,,,,,,
,,,,,20247,55.0,55,,,,,,,,,,
,,,,,20299,52.0,52,,,,,,,,,,
,,,,,20354,55.0,55,,,,,,,,,,
,,,,,20407,53.0,53,,,,,,,,,,
,,,,,20463,56.0,56,,,,,,,,,,
,,,,,20516,53.0,53,,,,,,,,,,
,,,,,20569,53.0,53,,,,,,,,,,
,,,,,20623,54.0,54,,,,,,,,,,
,,,,,20676,53.0,53,,,,,,,,,,
,,,,,20732,56.0,56,,,,,,,,,,
,,,,,20787,55.0,55,,,,,,,,,,
,,,,,20845,58.0,58,,,,,,,,,,
,,,,,20899,54.0,54,,,,,,,,,,
,,,,,20955,56.0,56,,,,,,,,,,
,,,,,21000,,,-49.189247131347656,-1.251744270324707,10.03483772277832,46.02253723144531,46.025062561035156,0.060084786266088486,-0.015125999227166176,0.0003,0.0003,0.060092151165008545
,,,,,21014,59.0,59,,,,,,,,,,
,,,,,21068,54.0,54,,,,,,,,,,
,,,,,21125,57.0,57,,,,,,,,,,
