Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,40810,-58.890484,76,,,,,,
,,,,,40940,-71.973564,130,,,,,,
,,,,,41000,,,7.287450313568115,3.3192639350891113,2.5380165576934814,57.85832595825195,0.754,0.001
,,,,,41033,-108.90405,93,,,,,,
,,,,,41167,-86.51047,134,,,,,,
,,,,,41271,-35.047775,104,,,,,,
,,,,,41358,-42.44843,87,,,,,,
,,,,,41433,-39.424015,75,,,,,,
,,,,,41514,-78.262405,81,,,,,,
,,,,,41628,-53.132957,114,,,,,,
,,,,,41703,-44.949753,75,,,,,,
,,,,,41813,-86.32498,110,,,,,,
,,,,,41912,-82.72906,99,,,,,,
,,,,,42000,,,39.03853988647461,1.553794503211975,2.6019113063812256,120.49876403808594,0.748,0.001
,,,,,42024,-73.107086,112,,,,,,
,,,,,42106,-86.4037,82,,,,,,
,,,,,42229,-117.92853,123,,,,,,
,,,,,42408,-94.01552,179,,,,,,
,,,,,42514,-106.77594,106,,,,,,
,,,,,42615,-26.01168,101,,,,,,
,,,,,42723,-121.94217,108,,,,,,
,,,,,42823,-54.484383,100,,,,,,
,,,,,42913,-68.84424,90,,,,,,
,,,,,42982,-54.66111,69,,,,,,
,,,,,43000,,,13.085803985595703,5.398268222808838,5.10174560546875,57.356624603271484,0.742,0.001
,,,,,43037,-57.836365,55,,,,,,
,,,,,43106,-67.33295,69,,,,,,
,,,,,43172,-92.859825,66,,,,,,
,,,,,43299,-296.8411,127,,,,,,
,,,,,43429,-91.05021,130,,,,,,
,,,,,43538,-82.76997,109,,,,,,
,,,,,43640,-72.82684,102,,,,,,
,,,,,43748,-66.79935,108,,,,,,
,,,,,43822,-89.42026,74,,,,,,
,,,,,43889,-44.136288,67,,,,,,
,,,,,43999,-89.823586,110,,,,,,
,,,,,44000,,,50.779197692871094,13.554407119750977,13.634621620178223,70.01106262207031,0.736,0.001
,,,,,44101,-199.51965,102,,,,,,
,,,,,44193,-75.09146,92,,,,,,
,,,,,44275,-25.008095,82,,,,,,
,,,,,44342,-52.045273,67,,,,,,
,,,,,44412,-44.61012,70,,,,,,
,,,,,44529,-139.94658,117,,,,,,
,,,,,44622,-104.90631,93,,,,,,
,,,,,44756,-194.86597,134,,,,,,
,,,,,44854,-74.201935,98,,,,,,
,,,,,44970,-69.674385,116,,,,,,
,,,,,45000,,,2.895582675933838,8.55118465423584,8.217366218566895,36.23991012573242,0.73,0.001
,,,,,45112,-47.119675,142,,,,,,
,,,,,45208,-106.6054,96,,,,,,
