Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,18000,,,-66.1471176147461,-0.997160792350769,4.91132116317749,63.51124572753906,63.774044036865234,0.0003,0.0003,0.1
,,,,,18034,255.30884,120,,,,,,,,
,,,,,18151,268.7726,117,,,,,,,,
,,,,,18275,260.55017,124,,,,,,,,
,,,,,18396,265.71667,121,,,,,,,,
,,,,,18523,269.39334,127,,,,,,,,
,,,,,18643,256.17868,120,,,,,,,,
,,,,,18758,249.11078,115,,,,,,,,
,,,,,18874,259.5861,116,,,,,,,,
,,,,,19000,,,-72.89706420898438,-0.861463725566864,10.220056533813477,70.12501525878906,69.9840087890625,0.0003,0.0003,0.1
,,,,,19002,305.94418,128,,,,,,,,
,,,,,19126,300.77524,124,,,,,,,,
,,,,,19249,272.8038,123,,,,,,,,
,,,,,19374,305.43027,125,,,,,,,,
,,,,,19495,299.23157,121,,,,,,,,
,,,,,19605,263.585,110,,,,,,,,
,,,,,19732,296.094,127,,,,,,,,
,,,,,19852,281.53375,120,,,,,,,,
,,,,,19972,296.0902,120,,,,,,,,
305.26166,8.7463455,316.1505,282.30838,123.7,20000,,,-79.72257995605469,-0.8839569091796875,12.423564910888672,77.71810913085938,78.23780822753906,0.0003,0.0003,0.1
,,,,,20094,315.58276,122,,,,,,,,
,,,,,20211,255.60204,117,,,,,,,,
,,,,,20330,296.58865,119,,,,,,,,
,,,,,20460,319.47556,130,,,,,,,,
,,,,,20562,245.43639,102,,,,,,,,
,,,,,20668,247.50793,106,,,,,,,,
,,,,,20784,288.45795,116,,,,,,,,
,,,,,20889,245.87158,105,,,,,,,,
,,,,,20991,247.30437,102,,,,,,,,
,,,,,21000,,,-84.95601654052734,-0.9856990575790405,5.908411026000977,81.68101501464844,81.81022644042969,0.0003,0.0003,0.1
,,,,,21098,262.00174,107,,,,,,,,
,,,,,21217,272.6899,119,,,,,,,,
,,,,,21316,216.95468,99,,,,,,,,
,,,,,21423,251.53928,107,,,,,,,,
,,,,,21530,252.56468,107,,,,,,,,
,,,,,21631,231.2158,101,,,,,,,,
,,,,,21746,242.93971,115,,,,,,,,
,,,,,21846,240.25752,100,,,,,,,,
,,,,,21954,267.389,108,,,,,,,,
,,,,,22000,,,-92.10911560058594,-1.5035369396209717,4.347892761230469,88.57891845703125,88.49769592285156,0.0003,0.0003,0.1
,,,,,22057,253.73526,103,,,,,,,,
,,,,,22163,260.63504,106,,,,,,,,
,,,,,22267,258.7185,104,,,,,,,,
,,,,,22373,260.43417,106,,,,,,,,
,,,,,22483,281.60483,110,,,,,,,,
,,,,,22587,243.81871,104,,,,,,,,
,,,,,22694,263.21066,107,,,,,,,,
,,,,,22802,264.51385,108,,,,,,,,
,,,,,22905,255.88173,103,,,,,,,,
,,,,,23000,,,-98.51586151123047,-0.9756890535354614,5.193233966827393,96.52410888671875,96.57322692871094,0.0003,0.0003,0.1
,,,,,23015,278.7543,110,,,,,,,,
,,,,,23127,289.52945,112,,,,,,,,
,,,,,23237,295.9028,110,,,,,,,,
,,,,,23347,288.81747,110,,,,,,,,
,,,,,23454,279.88187,107,,,,,,,,
,,,,,23575,274.18103,121,,,,,,,,
,,,,,23696,293.31656,121,,,,,,,,
,,,,,23824,283.68216,128,,,,,,,,
,,,,,23935,281.8137,111,,,,,,,,
,,,,,24000,,,-102.5220947265625,-1.3043404817581177,15.982041358947754,99.0294418334961,98.54768371582031,0.0003,0.0003,0.1
,,,,,24045,286.6755,110,,,,,,,,
,,,,,24159,299.82495,114,,,,,,,,
,,,,,24288,287.6625,129,,,,,,,,
,,,,,24412,292.53317,124,,,,,,,,
,,,,,24520,257.5029,108,,,,,,,,
,,,,,24632,275.0535,112,,,,,,,,
,,,,,24751,262.63092,119,,,,,,,,
,,,,,24867,278.23175,116,,,,,,,,
,,,,,24983,279.36127,116,,,,,,,,
247.76111,68.95712,287.9631,43.471985,102.3,25000,,,-104.94020080566406,-1.4100333452224731,7.905979633331299,101.9643325805664,102.54215240478516,0.0003,0.0003,0.1
,,,,,25095,265.48132,112,,,,,,,,
,,,,,25212,270.7256,117,,,,,,,,
,,,,,25236,40.75361,24,,,,,,,,
,,,,,25359,286.21265,123,,,,,,,,
,,,,,25382,39.87698,23,,,,,,,,
,,,,,25487,254.46266,105,,,,,,,,
,,,,,25594,256.2615,107,,,,,,,,
,,,,,25708,264.55518,114,,,,,,,,
,,,,,25816,247.23036,108,,,,,,,,
,,,,,25922,252.26953,106,,,,,,,,
,,,,,26000,,,-111.68719482421875,-1.217832088470459,4.082101821899414,109.20012664794922,109.48240661621094,0.0003,0.0003,0.1
,,,,,26031,242.90561,109,,,,,,,,
,,,,,26142,266.67508,111,,,,,,,,
,,,,,26260,274.1594,118,,,,,,,,
,,,,,26371,278.48135,111,,,,,,,,
,,,,,26483,262.83856,112,,,,,,,,
,,,,,26596,298.8376,113,,,,,,,,
,,,,,26708,275.70407,112,,,,,,,,
,,,,,26820,292.6742,112,,,,,,,,
,,,,,26935,309.42572,115,,,,,,,,
,,,,,27000,,,-114.51506042480469,-1.1731293201446533,9.70317268371582,111.98455810546875,111.80794525146484,0.0003,0.0003,0.1
,,,,,27048,292.1787,113,,,,,,,,
,,,,,27164,307.8715,116,,,,,,,,
,,,,,27289,330.76306,125,,,,,,,,
,,,,,27374,191.3116,85,,,,,,,,
,,,,,27496,318.80927,122,,,,,,,,
,,,,,27616,265.5109,120,,,,,,,,
,,,,,27727,286.01776,111,,,,,,,,
,,,,,27841,251.17415,114,,,,,,,,
,,,,,27949,256.695,108,,,,,,,,
,,,,,28000,,,-124.27554321289062,-1.1165016889572144,8.951682090759277,122.30425262451172,122.29214477539062,0.0003,0.0003,0.1
,,,,,28069,293.6767,120,,,,,,,,
,,,,,28180,237.87917,111,,,,,,,,
,,,,,28288,256.41922,108,,,,,,,,
,,,,,28411,253.8998,123,,,,,,,,
,,,,,28548,304.95837,137,,,,,,,,
,,,,,28662,301.93637,114,,,,,,,,
,,,,,28714,88.566086,52,,,,,,,,
,,,,,28824,245.521,110,,,,,,,,
,,,,,28937,262.46985,113,,,,,,,,
,,,,,29000,,,-121.52735900878906,-1.365871548652649,6.530371189117432,119.717041015625,120.12535858154297,0.0003,0.0003,0.1
,,,,,29060,299.8835,123,,,,,,,,
,,,,,29179,285.11804,119,,,,,,,,
,,,,,29285,224.7602,106,,,,,,,,
,,,,,29400,266.30075,115,,,,,,,,
,,,,,29521,293.5827,121,,,,,,,,
,,,,,29629,246.71916,108,,,,,,,,
,,,,,29741,257.6032,112,,,,,,,,
,,,,,29856,264.43784,115,,,,,,,,
,,,,,29973,299.75546,117,,,,,,,,
255.44746,12.091386,274.2074,236.99995,114.6,30000,,,-127.42615509033203,-1.2126747369766235,11.676918983459473,124.92832946777344,124.80987548828125,0.0003,0.0003,0.1
,,,,,30089,307.9782,116,,,,,,,,
,,,,,30204,253.30562,115,,,,,,,,
,,,,,30317,277.4433,113,,,,,,,,
,,,,,30434,277.36697,117,,,,,,,,
,,,,,30556,295.3234,122,,,,,,,,
,,,,,30682,299.6433,126,,,,,,,,
,,,,,30807,288.97726,125,,,,,,,,
,,,,,30929,284.38232,122,,,,,,,,
,,,,,31000,,,-126.10016632080078,-1.6023955345153809,46.180152893066406,122.90550231933594,122.70088195800781,0.0003,0.0003,0.1
,,,,,31045,278.73993,116,,,,,,,,
,,,,,31176,314.7728,131,,,,,,,,
,,,,,31300,336.58887,124,,,,,,,,
,,,,,31425,341.92804,125,,,,,,,,
,,,,,31553,341.81668,128,,,,,,,,
,,,,,31701,376.64948,148,,,,,,,,
,,,,,31794,216.91893,93,,,,,,,,
,,,,,31940,373.54324,146,,,,,,,,
,,,,,32000,,,-129.50868225097656,-1.2817288637161255,5.7102556228637695,126.7761459350586,126.78466796875,0.0003,0.0003,0.1
,,,,,32093,462.71173,153,,,,,,,,
,,,,,32183,183.06847,90,,,,,,,,
,,,,,32348,536.97424,165,,,,,,,,
,,,,,32537,600.6209,189,,,,,,,,
,,,,,32707,522.6788,170,,,,,,,,
,,,,,32887,539.35913,180,,,,,,,,
,,,,,33000,,,-135.22544860839844,-1.6743735074996948,24.106313705444336,130.43846130371094,130.94314575195312,0.0003,0.0003,0.1
,,,,,33018,351.28345,131,,,,,,,,
,,,,,33223,606.13947,205,,,,,,,,
,,,,,33373,385.36023,150,,,,,,,,
,,,,,33507,334.01312,134,,,,,,,,
,,,,,33638,324.93027,131,,,,,,,,
,,,,,33810,516.18396,172,,,,,,,,
,,,,,33945,344.53546,135,,,,,,,,
,,,,,34000,,,-135.40542602539062,-1.5300438404083252,14.110769271850586,133.32742309570312,133.62518310546875,0.0003,0.0003,0.1
,,,,,34077,347.0125,132,,,,,,,,
,,,,,34201,320.8352,124,,,,,,,,
,,,,,34327,323.09387,126,,,,,,,,
,,,,,34458,352.7331,131,,,,,,,,
,,,,,34589,370.2487,131,,,,,,,,
,,,,,34713,290.30453,124,,,,,,,,
,,,,,34835,302.26492,122,,,,,,,,
,,,,,34962,296.45105,127,,,,,,,,
324.27338,51.150574,440.54352,272.39365,134.2,35000,,,-138.41651916503906,-1.238634467124939,6.608333587646484,136.2340087890625,136.33145141601562,0.0003,0.0003,0.1
,,,,,35083,275.00925,121,,,,,,,,
,,,,,35218,279.83707,135,,,,,,,,
,,,,,35352,276.71252,134,,,,,,,,
,,,,,35494,338.1921,142,,,,,,,,
,,,,,35623,283.96118,129,,,,,,,,
,,,,,35751,281.53415,128,,,,,,,,
,,,,,35895,409.7257,144,,,,,,,,
,,,,,36000,,,-142.14686584472656,-1.950169563293457,10.794291496276855,139.0558319091797,138.83590698242188,0.0003,0.0003,0.1
,,,,,36021,277.18402,126,,,,,,,,
,,,,,36148,280.3771,127,,,,,,,,
,,,,,36282,294.7385,134,,,,,,,,
,,,,,36414,312.2956,132,,,,,,,,
,,,,,36557,338.28644,143,,,,,,,,
,,,,,36693,327.7652,136,,,,,,,,
,,,,,36834,340.5266,141,,,,,,,,
,,,,,36972,320.32632,138,,,,,,,,
,,,,,37000,,,-143.9656219482422,-1.687464952468872,5.169507026672363,141.52688598632812,141.4829559326172,0.0003,0.0003,0.1
,,,,,37105,323.19348,133,,,,,,,,
,,,,,37232,306.9186,127,,,,,,,,
,,,,,37364,286.79593,132,,,,,,,,
,,,,,37498,292.988,134,,,,,,,,
,,,,,37624,296.85913,126,,,,,,,,
,,,,,37757,323.07523,133,,,,,,,,
,,,,,37893,330.71716,136,,,,,,,,
,,,,,38000,,,-153.04403686523438,-1.7195192575454712,8.140868186950684,149.70455932617188,149.8270263671875,0.0003,0.0003,0.1
,,,,,38028,326.98386,135,,,,,,,,
,,,,,38168,328.0498,140,,,,,,,,
,,,,,38303,327.25015,135,,,,,,,,
,,,,,38437,327.52982,134,,,,,,,,
,,,,,38575,328.11728,138,,,,,,,,
,,,,,38703,317.22974,128,,,,,,,,
,,,,,38836,331.3985,133,,,,,,,,
,,,,,38969,330.97565,133,,,,,,,,
,,,,,39000,,,-153.15203857421875,-2.0408217906951904,20.611955642700195,147.71694946289062,147.1603240966797,0.0003,0.0003,0.1
,,,,,39102,340.81284,133,,,,,,,,
,,,,,39234,342.69986,132,,,,,,,,
,,,,,39372,350.26114,138,,,,,,,,
,,,,,39505,336.8298,133,,,,,,,,
,,,,,39636,335.23566,131,,,,,,,,
,,,,,39770,328.86957,134,,,,,,,,
,,,,,39909,368.7897,139,,,,,,,,
354.50122,36.859337,433.80298,315.35562,137.9,40000,,,-157.3014373779297,-1.7500081062316895,9.535065650939941,154.51034545898438,154.980712890625,0.0003,0.0003,0.1
,,,,,40101,586.39014,192,,,,,,,,
,,,,,40243,358.74533,142,,,,,,,,
,,,,,40409,485.45697,166,,,,,,,,
,,,,,40563,446.3355,154,,,,,,,,
,,,,,40749,566.68335,186,,,,,,,,
,,,,,40886,361.42352,137,,,,,,,,
,,,,,41000,,,-156.265869140625,-1.5827165842056274,20.289920806884766,152.77197265625,152.11216735839844,0.0003,0.0003,0.1
,,,,,41025,365.55353,139,,,,,,,,
,,,,,41225,626.0909,200,,,,,,,,
,,,,,41421,597.69934,196,,,,,,,,
,,,,,41556,348.15262,135,,,,,,,,
,,,,,41686,315.70886,130,,,,,,,,
,,,,,41825,343.67795,139,,,,,,,,
,,,,,41959,333.93005,134,,,,,,,,
,,,,,42000,,,-161.99099731445312,-1.2351447343826294,16.007434844970703,159.90667724609375,160.07322692871094,0.0003,0.0003,0.1
,,,,,42098,341.22522,139,,,,,,,,
,,,,,42234,322.11188,136,,,,,,,,
,,,,,42370,342.90015,136,,,,,,,,
,,,,,42504,331.9647,134,,,,,,,,
,,,,,42642,368.6038,138,,,,,,,,
,,,,,42779,341.67017,137,,,,,,,,
,,,,,42915,350.13425,136,,,,,,,,
,,,,,43000,,,-158.70852661132812,-2.076838970184326,10.276460647583008,156.017578125,156.52235412597656,0.0003,0.0003,0.1
,,,,,43037,303.62582,122,,,,,,,,
,,,,,43242,625.3596,205,,,,,,,,
,,,,,43385,362.05203,143,,,,,,,,
,,,,,43527,348.52805,142,,,,,,,,
,,,,,43680,415.217,153,,,,,,,,
,,,,,43813,318.3243,133,,,,,,,,
,,,,,43950,330.43564,137,,,,,,,,
,,,,,44000,,,-160.44886779785156,-1.8804144859313965,12.441373825073242,157.7119903564453,157.79598999023438,0.0003,0.0003,0.1
,,,,,44090,352.42947,140,,,,,,,,
,,,,,44229,343.05386,139,,,,,,,,
,,,,,44374,364.164,145,,,,,,,,
,,,,,44581,534.3185,207,,,,,,,,
,,,,,44729,371.68106,148,,,,,,,,
,,,,,44875,369.70395,146,,,,,,,,
387.7355,95.49056,673.0578,339.0742,151.5,45000,,,-161.93255615234375,-1.6985663175582886,3.4678173065185547,160.07138061523438,160.2515869140625,0.0003,0.0003,0.1
,,,,,45018,336.05045,143,,,,,,,,
,,,,,45171,379.8236,153,,,,,,,,
,,,,,45317,358.9279,146,,,,,,,,
,,,,,45466,372.98434,149,,,,,,,,
,,,,,45620,396.26315,154,,,,,,,,
,,,,,45806,592.52423,186,,,,,,,,
,,,,,45958,370.96466,152,,,,,,,,
,,,,,46000,,,-161.7185821533203,-1.9025198221206665,6.516332149505615,157.59324645996094,157.400146484375,0.0003,0.0003,0.1
,,,,,46133,381.61414,175,,,,,,,,
,,,,,46286,337.58344,153,,,,,,,,
,,,,,46454,427.56363,168,,,,,,,,
,,,,,46628,458.41138,174,,,,,,,,
,,,,,46907,781.4958,279,,,,,,,,
,,,,,47000,,,-161.8609161376953,-1.986835241317749,13.36107063293457,159.43417358398438,159.68043518066406,0.0003,0.0003,0.1
,,,,,47064,475.65576,157,,,,,,,,
,,,,,47306,745.8654,242,,,,,,,,
,,,,,47528,661.5877,222,,,,,,,,
,,,,,47718,528.5093,190,,,,,,,,
,,,,,47919,580.27435,201,,,,,,,,
,,,,,48000,,,-164.13546752929688,-2.0485098361968994,9.291509628295898,162.3231964111328,161.9134521484375,0.0003,0.0003,0.1
,,,,,48198,871.3447,279,,,,,,,,
,,,,,48366,424.1274,168,,,,,,,,
,,,,,48515,369.19513,149,,,,,,,,
,,,,,48666,366.3267,151,,,,,,,,
,,,,,48761,188.77982,95,,,,,,,,
,,,,,48932,440.2542,171,,,,,,,,
,,,,,49000,,,-172.6018524169922,-1.401463508605957,44.69733428955078,169.5686798095703,170.13787841796875,0.0003,0.0003,0.1
,,,,,49146,620.35706,214,,,,,,,,
,,,,,49301,440.63434,155,,,,,,,,
,,,,,49557,727.32495,256,,,,,,,,
,,,,,49698,348.3983,141,,,,,,,,
,,,,,49860,447.2088,162,,,,,,,,
678.461,127.46448,863.3206,401.6088,226.0,50000,,,-168.978515625,-1.7406747341156006,20.28652572631836,165.73049926757812,165.21875,0.0003,0.0003,0.1
,,,,,50165,945.4056,305,,,,,,,,
,,,,,50314,375.521,149,,,,,,,,
,,,,,50528,674.23956,214,,,,,,,,
,,,,,50685,396.1586,157,,,,,,,,
,,,,,50909,703.09894,224,,,,,,,,
,,,,,51000,,,-169.7375946044922,-1.6998331546783447,8.296157836914062,166.890869140625,167.02720642089844,0.0003,0.0003,0.1
,,,,,51076,474.6046,167,,,,,,,,
,,,,,51225,370.7153,149,,,,,,,,
,,,,,51412,532.3293,187,,,,,,,,
,,,,,51629,625.53906,217,,,,,,,,
,,,,,51861,714.6555,232,,,,,,,,
,,,,,52000,,,-171.10450744628906,-1.6524125337600708,8.644018173217773,167.59228515625,167.47744750976562,0.0003,0.0003,0.1
,,,,,52058,587.77893,197,,,,,,,,
,,,,,52280,660.16675,222,,,,,,,,
,,,,,52486,599.852,206,,,,,,,,
,,,,,52530,75.48462,44,,,,,,,,
,,,,,52757,682.79425,227,,,,,,,,
,,,,,52954,569.2321,197,,,,,,,,
,,,,,53000,,,-169.2729034423828,-1.6716455221176147,8.9556245803833,166.982177734375,167.15562438964844,0.0003,0.0003,0.1
,,,,,53157,627.2043,203,,,,,,,,
,,,,,53381,726.9822,224,,,,,,,,
,,,,,53578,588.00055,197,,,,,,,,
,,,,,53763,576.6712,185,,,,,,,,
,,,,,53981,691.2207,218,,,,,,,,
,,,,,54000,,,-174.4564208984375,-1.5406639575958252,15.548663139343262,172.41294860839844,171.8427276611328,0.0003,0.0003,0.1
,,,,,54231,858.362,250,,,,,,,,
,,,,,54443,675.8817,212,,,,,,,,
,,,,,54641,616.15186,198,,,,,,,,
,,,,,54821,603.56323,180,,,,,,,,
521.0609,42.98614,582.75757,415.38348,177.0,55000,,,-168.57688903808594,-2.2846341133117676,18.3945369720459,165.1581573486328,165.65769958496094,0.0003,0.0003,0.1
,,,,,55018,676.3827,197,,,,,,,,
,,,,,55198,573.6099,180,,,,,,,,
,,,,,55390,625.5178,192,,,,,,,,
,,,,,55587,636.2574,197,,,,,,,,
,,,,,55770,532.2175,183,,,,,,,,
,,,,,55941,501.23322,171,,,,,,,,
,,,,,56000,,,-174.50274658203125,-1.7768018245697021,7.553771018981934,171.42210388183594,170.96702575683594,0.0003,0.0003,0.1
,,,,,56089,387.64432,148,,,,,,,,
,,,,,56260,495.56287,171,,,,,,,,
,,,,,56457,682.22644,197,,,,,,,,
,,,,,56656,603.58606,199,,,,,,,,
,,,,,56806,374.51022,150,,,,,,,,
,,,,,57000,,,-170.05445861816406,-1.9406119585037231,10.56270980834961,168.21795654296875,168.88040161132812,0.0003,0.0003,0.1
,,,,,57012,691.7166,206,,,,,,,,
,,,,,57181,501.06696,169,,,,,,,,
,,,,,57383,676.30426,202,,,,,,,,
,,,,,57420,60.77056,37,,,,,,,,
,,,,,57612,583.0016,192,,,,,,,,
,,,,,57792,537.3904,180,,,,,,,,
,,,,,57974,535.4698,182,,,,,,,,
,,,,,58000,,,-168.0926971435547,-1.6528944969177246,16.693002700805664,165.64520263671875,165.65048217773438,0.0003,0.0003,0.1
,,,,,58157,566.3584,183,,,,,,,,
,,,,,58340,533.62335,183,,,,,,,,
,,,,,58541,633.8375,201,,,,,,,,
,,,,,58721,545.7037,180,,,,,,,,
,,,,,58914,581.0791,193,,,,,,,,
,,,,,59000,,,-167.77462768554688,-2.2666521072387695,8.12297534942627,165.29336547851562,165.00611877441406,0.0003,0.0003,0.1
,,,,,59100,570.5868,186,,,,,,,,
,,,,,59308,634.2561,208,,,,,,,,
,,,,,59487,534.3611,179,,,,,,,,
,,,,,59674,576.02454,187,,,,,,,,
,,,,,59865,573.0197,191,,,,,,,,
543.5459,74.09707,613.9549,346.26514,184.4,60000,,,-180.38430786132812,-1.5635861158370972,12.552070617675781,178.19482421875,177.9150390625,0.0003,0.0003,0.1
,,,,,60055,556.4155,190,,,,,,,,
,,,,,60264,669.58545,209,,,,,,,,
,,,,,60463,517.5032,199,,,,,,,,
,,,,,60640,513.9253,177,,,,,,,,
,,,,,60835,576.2794,195,,,,,,,,
,,,,,61000,,,-175.7150115966797,-1.8662230968475342,6.933786392211914,174.5908203125,174.16000366210938,0.0003,0.0003,0.1
,,,,,61032,563.6754,197,,,,,,,,
,,,,,61220,566.6865,188,,,,,,,,
,,,,,61471,848.19586,251,,,,,,,,
,,,,,61733,794.29486,262,,,,,,,,
,,,,,61938,689.31146,205,,,,,,,,
,,,,,62000,,,-178.38092041015625,-1.984860897064209,8.647991180419922,175.0750274658203,175.45101928710938,0.0003,0.0003,0.1
,,,,,62128,610.1592,190,,,,,,,,
,,,,,62342,641.4623,214,,,,,,,,
,,,,,62559,682.7168,217,,,,,,,,
,,,,,62754,586.4905,195,,,,,,,,
,,,,,62967,669.0235,213,,,,,,,,
,,,,,63000,,,-178.06719970703125,-1.8845438957214355,13.04092025756836,175.49989318847656,175.82406616210938,0.0003,0.0003,0.1
,,,,,63174,691.21704,207,,,,,,,,
,,,,,63429,835.79205,255,,,,,,,,
,,,,,63478,82.79607,49,,,,,,,,
,,,,,63682,654.49,204,,,,,,,,
,,,,,63887,673.094,205,,,,,,,,
,,,,,64000,,,-179.191650390625,-1.606045126914978,20.8633975982666,177.7231903076172,177.41726684570312,0.0003,0.0003,0.1
,,,,,64092,688.5299,205,,,,,,,,
,,,,,64302,698.7779,210,,,,,,,,
,,,,,64512,688.11365,210,,,,,,,,
,,,,,64715,678.8838,203,,,,,,,,
,,,,,64917,684.65106,202,,,,,,,,
648.4418,25.483345,683.41125,605.17975,202.9,65000,,,-183.9618377685547,-1.627210021018982,7.062516689300537,181.5408935546875,181.09291076660156,0.0003,0.0003,0.1
,,,,,65135,686.0238,218,,,,,,,,
,,,,,65340,696.8157,205,,,,,,,,
,,,,,65540,664.2271,200,,,,,,,,
,,,,,65740,628.4355,200,,,,,,,,
,,,,,65934,619.12866,194,,,,,,,,
,,,,,66000,,,-183.3756561279297,-1.819806456565857,30.487625122070312,181.4185028076172,181.67715454101562,0.0003,0.0003,0.1
,,,,,66143,700.6499,209,,,,,,,,
,,,,,66346,680.7488,203,,,,,,,,
,,,,,66531,606.7788,185,,,,,,,,
,,,,,66734,651.5231,203,,,,,,,,
,,,,,66949,657.1591,215,,,,,,,,
,,,,,67000,,,-185.8468780517578,-1.9793219566345215,7.358891010284424,185.22732543945312,185.3590087890625,0.0003,0.0003,0.1
,,,,,67176,702.1038,227,,,,,,,,
,,,,,67375,622.6353,199,,,,,,,,
,,,,,67593,702.4417,218,,,,,,,,
,,,,,67800,671.15216,207,,,,,,,,
,,,,,68000,,,-183.25057983398438,-2.1803059577941895,9.10809326171875,180.5066680908203,180.59515380859375,0.0003,0.0003,0.1
,,,,,68002,708.6382,202,,,,,,,,
,,,,,68185,604.22235,183,,,,,,,,
,,,,,68392,681.50366,207,,,,,,,,
,,,,,68588,675.6016,196,,,,,,,,
,,,,,68791,603.89246,203,,,,,,,,
,,,,,69000,,,-180.62472534179688,-2.1903016567230225,6.810337543487549,178.17327880859375,177.6571807861328,0.0003,0.0003,0.1
,,,,,69003,681.066,212,,,,,,,,
,,,,,69212,677.20703,209,,,,,,,,
,,,,,69434,741.25726,222,,,,,,,,
,,,,,69648,706.2963,214,,,,,,,,
,,,,,69835,560.4217,187,,,,,,,,
580.3564,134.34543,701.15045,324.84726,187.9,70000,,,-190.40283203125,-1.7359013557434082,4.249551773071289,187.8310546875,188.287109375,0.0003,0.0003,0.1
,,,,,70048,728.56506,213,,,,,,,,
,,,,,70245,609.7838,197,,,,,,,,
,,,,,70447,653.39026,202,,,,,,,,
,,,,,70645,606.921,198,,,,,,,,
,,,,,70843,658.9971,198,,,,,,,,
,,,,,71000,,,-179.16476440429688,-1.9524383544921875,9.85993766784668,176.77114868164062,176.89459228515625,0.0003,0.0003,0.1
,,,,,71025,549.6105,182,,,,,,,,
,,,,,71229,667.97943,204,,,,,,,,
,,,,,71444,711.40125,215,,,,,,,,
,,,,,71653,655.7073,209,,,,,,,,
,,,,,71837,546.3112,184,,,,,,,,
,,,,,72000,,,-188.46356201171875,-1.9517936706542969,8.777653694152832,184.40606689453125,183.87222290039062,0.0003,0.0003,0.1
,,,,,72054,676.45087,217,,,,,,,,
,,,,,72268,687.26074,214,,,,,,,,
,,,,,72475,709.657,207,,,,,,,,
,,,,,72700,733.38513,225,,,,,,,,
,,,,,72911,622.29395,211,,,,,,,,
,,,,,73000,,,-193.37493896484375,-1.5069100856781006,3.074599027633667,192.1380157470703,192.0984649658203,0.0003,0.0003,0.1
,,,,,73123,673.5124,212,,,,,,,,
,,,,,73321,629.32764,198,,,,,,,,
,,,,,73535,687.10767,214,,,,,,,,
,,,,,73740,661.62134,205,,,,,,,,
,,,,,73942,655.0313,202,,,,,,,,
,,,,,74000,,,-186.87570190429688,-2.024411678314209,5.209298610687256,185.8637237548828,185.8225555419922,0.0003,0.0003,0.1
,,,,,74158,686.9367,216,,,,,,,,
,,,,,74365,646.9771,207,,,,,,,,
,,,,,74567,636.11847,202,,,,,,,,
,,,,,74758,614.7413,191,,,,,,,,
,,,,,74969,659.59155,211,,,,,,,,
608.03046,45.499336,656.9603,532.05963,202.8,75000,,,-186.65492248535156,-1.971493124961853,32.010868072509766,184.65762329101562,183.23377990722656,0.0003,0.0003,0.1
,,,,,75173,657.0235,204,,,,,,,,
,,,,,75388,694.945,215,,,,,,,,
,,,,,75571,603.77405,183,,,,,,,,
,,,,,75773,651.2625,202,,,,,,,,
,,,,,75981,662.5832,208,,,,,,,,
,,,,,76000,,,-192.403564453125,-1.872983694076538,8.621415138244629,190.85301208496094,190.2911834716797,0.0003,0.0003,0.1
,,,,,76180,632.3391,199,,,,,,,,
,,,,,76374,622.00635,194,,,,,,,,
,,,,,76570,618.1152,196,,,,,,,,
,,,,,76780,656.6071,210,,,,,,,,
,,,,,76994,725.86005,214,,,,,,,,
,,,,,77000,,,-189.20660400390625,-2.2838170528411865,18.5120849609375,187.84054565429688,187.81588745117188,0.0003,0.0003,0.1
,,,,,77197,649.63684,203,,,,,,,,
,,,,,77403,632.9256,206,,,,,,,,
,,,,,77606,639.9521,203,,,,,,,,
,,,,,77815,650.0303,209,,,,,,,,
,,,,,78000,,,-195.20909118652344,-1.9734448194503784,5.835472583770752,193.88217163085938,194.03042602539062,0.0003,0.0003,0.1
,,,,,78015,630.1823,200,,,,,,,,
,,,,,78205,612.6587,190,,,,,,,,
,,,,,78398,635.03534,193,,,,,,,,
,,,,,78598,675.5917,200,,,,,,,,
,,,,,78786,570.25464,188,,,,,,,,
,,,,,78982,615.6679,196,,,,,,,,
,,,,,79000,,,-192.3268280029297,-2.1425251960754395,8.198492050170898,189.18881225585938,189.31900024414062,0.0003,0.0003,0.1
,,,,,79155,539.7933,173,,,,,,,,
,,,,,79361,641.3407,206,,,,,,,,
,,,,,79559,664.58356,198,,,,,,,,
,,,,,79749,602.3356,190,,,,,,,,
,,,,,79961,715.7032,212,,,,,,,,
547.7274,216.60657,748.9598,118.56626,173.0,80000,,,-198.02767944335938,-1.738764762878418,7.949522495269775,195.4348907470703,195.4381103515625,0.0003,0.0003,0.1
,,,,,80170,704.21075,209,,,,,,,,
,,,,,80373,709.35944,203,,,,,,,,
,,,,,80553,578.5642,180,,,,,,,,
,,,,,80763,717.9919,210,,,,,,,,
,,,,,80972,688.8296,209,,,,,,,,
,,,,,81000,,,-196.8075714111328,-1.889488935470581,13.306709289550781,193.89956665039062,193.83477783203125,0.0003,0.0003,0.1
,,,,,81191,721.56506,219,,,,,,,,
,,,,,81416,757.1765,225,,,,,,,,
,,,,,81641,762.0241,225,,,,,,,,
,,,,,81870,766.52405,229,,,,,,,,
,,,,,82000,,,-195.4739227294922,-2.1452796459198,14.560351371765137,192.2641143798828,192.0644989013672,0.0003,0.0003,0.1
,,,,,82088,750.3497,218,,,,,,,,
,,,,,82314,763.3673,226,,,,,,,,
