Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Baseline Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
-187.68134,130.85074,31.177536,-467.4228,93.36363636363636,-201.07616,109.6273,-94.289276,-490.88834,92.04545454545455,-85.34986877441406,15309.2001953125,2025,17.68323016166687,-201.07616,0
-161.0899,76.485054,-55.743256,-366.83496,88.34782608695652,-210.71751,121.49867,-92.46142,-494.85565,90.17391304347827,-82.06658935546875,14751.6640625,4099,27.661882638931274,,1
-120.50008,77.12643,0.2929001,-414.47873,77.42307692307692,-141.90904,72.39809,34.738434,-310.6663,84.25,-54.87351989746094,6441.23828125,6121,36.62942099571228,,2
-140.09894,88.54657,-1.9335022,-407.47992,83.41666666666667,-171.10481,95.78892,14.816338,-383.70993,86.5,-63.760597229003906,9724.6484375,8197,46.58887791633606,,3
-118.43771,35.137436,-48.777924,-196.50096,81.92,-146.25768,67.558876,17.619057,-272.1352,85.41666666666667,-49.85472106933594,5330.70068359375,10247,57.504420042037964,,4
-116.58955,53.783867,28.44696,-225.49898,87.04166666666667,-127.09811,41.13391,-71.24213,-238.855,84.91666666666667,-41.393436431884766,3533.474853515625,12285,66.96999478340149,,5
-138.68086,68.06581,0.0688324,-346.90457,89.08695652173913,-131.05118,44.57439,-57.824974,-250.57077,89.73913043478261,-36.32261276245117,2852.848876953125,14349,77.29504251480103,,6
-126.9136,56.24657,-50.87207,-298.33698,84.16666666666667,-141.9503,79.62642,4.7431946,-343.2761,86.66666666666667,-41.95092010498047,5220.66015625,16429,86.32713103294373,,7
-115.27054,33.495083,-63.160957,-176.8787,82.12,-131.18253,33.821266,-78.38366,-242.05743,80.56,-36.43425750732422,2551.17041015625,18443,97.21591353416443,,8
-106.52793,55.079105,-11.468094,-330.601,80.36,-133.00922,83.61556,30.807755,-361.25226,91.81818181818181,-32.0982666015625,4327.45068359375,20463,106.06866216659546,,9
-129.1526,50.38971,8.9561615,-235.4751,84.29166666666667,-108.61358,73.50665,34.50708,-244.30025,156.23076923076923,-3.759089469909668,2526.27783203125,22494,119.23293900489807,,10
-122.130585,35.457077,-57.521683,-210.75339,89.3913043478261,-129.8269,49.657005,-57.998165,-258.03207,84.08333333333333,-29.892528533935547,2138.504150390625,24512,129.37995624542236,,11
-124.927925,62.579113,-56.138176,-317.88913,92.5,-119.16811,55.36009,-9.574417,-270.31027,89.43478260869566,-21.67740821838379,2161.13134765625,26569,140.5553915500641,,12
-128.34778,65.29208,-9.826851,-299.7405,90.82608695652173,-125.14937,82.3396,44.260376,-340.21335,93.0,-21.81707763671875,3492.110107421875,28615,148.97506737709045,,13
-104.6213,49.151093,7.4024277,-218.68942,98.28571428571429,-111.82892,49.53834,-31.642769,-228.05107,97.47619047619048,-14.236489295959473,1364.839111328125,30662,167.45443415641785,,14
-96.588295,34.74399,-49.28294,-192.24634,97.47619047619048,-129.10243,60.73282,-28.952583,-329.69922,101.25,-17.7440242767334,2191.04931640625,32687,178.6292233467102,,15
-107.69252,63.366413,36.917793,-231.6811,107.10526315789474,-121.96157,40.794292,-34.992676,-191.74777,100.3,-14.53516960144043,1143.2322998046875,34693,190.20681405067444,,16
-98.333954,55.291748,5.6028976,-274.25858,95.36363636363636,-128.699,68.12191,-1.3754044,-327.9002,95.38095238095238,-19.00299072265625,2753.44970703125,36696,202.30845499038696,,17
-107.33632,45.648,-24.540367,-220.38786,97.71428571428571,-106.28363,47.349667,-52.165615,-229.44556,111.38888888888889,-5.39177942276001,860.6832885742188,38701,211.63172459602356,,18
-100.49624,64.75594,9.978615,-218.54776,206.8,-110.33455,56.974613,-14.34758,-275.4131,102.4,-7.811767578125,1323.1805419921875,40749,221.9139289855957,,19
-103.10472,44.9463,-10.591461,-202.34856,111.88888888888889,-103.22545,67.481,39.557266,-269.7199,112.11111111111111,-0.5539127588272095,2108.970703125,42767,230.98919558525085,,20
-79.75261,67.80144,47.767178,-246.5047,111.47368421052632,-107.86135,59.2689,-20.504776,-254.51532,101.5,-5.758406162261963,1457.8448486328125,44797,242.86326241493225,,21
-97.155876,40.985588,-49.76165,-183.64803,125.94117647058823,-100.39598,58.026127,-22.919632,-247.41632,117.61111111111111,1.3905436992645264,1179.1396484375,46914,257.2720000743866,,22
-93.83786,58.971603,-20.017857,-210.72693,126.0,-102.28756,70.685745,-17.492733,-306.932,134.4,2.976996421813965,1375.9210205078125,48930,269.9687008857727,,23
-129.83714,89.90789,-2.9420567,-329.4179,151.5,-97.062645,67.9888,29.55468,-230.2835,139.46666666666667,6.649779796600342,2688.015625,51022,282.4962477684021,,24
